author,id.x,position,fname,lastn,gender,pubtitle,date,id.y
"Smith, Daryl",431,1,Daryl,Smith,male,Studies in Higher Education,2017,1849
"Smith, Janet",280,2,Janet,Smith,female,Journal of Research in Science Teaching,2018,1196
"Smith, Jessi",36,3,Jessi,Smith,female,Journal of Diversity in Higher Education,2017,1201
"Smith, Jessi",36,3,Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1202
"Smith, Jessi",36,3,Jessi,Smith,female,Career Development Quarterly,2014,1199
"Smith, Jessi",36,3,Jessi,Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1203
"Smith, Jessi",36,3,Jessi,Smith,female,Bioscience,2017,1197
"Smith, Jessi",36,3,Jessi,Smith,female,Bioscience,2015,1198
"Smith, Jessi",36,3,Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,1200
"Smith, Jessi",36,3,Jessi,Smith,female,Psychology of Women Quarterly,2013,1204
"Smith, Jessi",341,4,Jessi,Smith,female,Journal of Diversity in Higher Education,2017,1201
"Smith, Jessi",341,4,Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1202
"Smith, Jessi",341,4,Jessi,Smith,female,Career Development Quarterly,2014,1199
"Smith, Jessi",341,4,Jessi,Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1203
"Smith, Jessi",341,4,Jessi,Smith,female,Bioscience,2017,1197
"Smith, Jessi",341,4,Jessi,Smith,female,Bioscience,2015,1198
"Smith, Jessi",341,4,Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,1200
"Smith, Jessi",341,4,Jessi,Smith,female,Psychology of Women Quarterly,2013,1204
"Smith, Jessi",351,1,Jessi,Smith,female,Journal of Diversity in Higher Education,2017,1201
"Smith, Jessi",351,1,Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1202
"Smith, Jessi",351,1,Jessi,Smith,female,Career Development Quarterly,2014,1199
"Smith, Jessi",351,1,Jessi,Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1203
"Smith, Jessi",351,1,Jessi,Smith,female,Bioscience,2017,1197
"Smith, Jessi",351,1,Jessi,Smith,female,Bioscience,2015,1198
"Smith, Jessi",351,1,Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,1200
"Smith, Jessi",351,1,Jessi,Smith,female,Psychology of Women Quarterly,2013,1204
"Smith, Jessi",30,1,Jessi,Smith,female,Journal of Diversity in Higher Education,2017,1201
"Smith, Jessi",30,1,Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1202
"Smith, Jessi",30,1,Jessi,Smith,female,Career Development Quarterly,2014,1199
"Smith, Jessi",30,1,Jessi,Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1203
"Smith, Jessi",30,1,Jessi,Smith,female,Bioscience,2017,1197
"Smith, Jessi",30,1,Jessi,Smith,female,Bioscience,2015,1198
"Smith, Jessi",30,1,Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,1200
"Smith, Jessi",30,1,Jessi,Smith,female,Psychology of Women Quarterly,2013,1204
"Smith, Jessi",352,1,Jessi,Smith,female,Journal of Diversity in Higher Education,2017,1201
"Smith, Jessi",352,1,Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1202
"Smith, Jessi",352,1,Jessi,Smith,female,Career Development Quarterly,2014,1199
"Smith, Jessi",352,1,Jessi,Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1203
"Smith, Jessi",352,1,Jessi,Smith,female,Bioscience,2017,1197
"Smith, Jessi",352,1,Jessi,Smith,female,Bioscience,2015,1198
"Smith, Jessi",352,1,Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,1200
"Smith, Jessi",352,1,Jessi,Smith,female,Psychology of Women Quarterly,2013,1204
"Smith, Jessi",495,3,Jessi,Smith,female,Journal of Diversity in Higher Education,2017,1201
"Smith, Jessi",495,3,Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1202
"Smith, Jessi",495,3,Jessi,Smith,female,Career Development Quarterly,2014,1199
"Smith, Jessi",495,3,Jessi,Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1203
"Smith, Jessi",495,3,Jessi,Smith,female,Bioscience,2017,1197
"Smith, Jessi",495,3,Jessi,Smith,female,Bioscience,2015,1198
"Smith, Jessi",495,3,Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,1200
"Smith, Jessi",495,3,Jessi,Smith,female,Psychology of Women Quarterly,2013,1204
"Smith, Jessi",475,1,Jessi,Smith,female,Journal of Diversity in Higher Education,2017,1201
"Smith, Jessi",475,1,Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1202
"Smith, Jessi",475,1,Jessi,Smith,female,Career Development Quarterly,2014,1199
"Smith, Jessi",475,1,Jessi,Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1203
"Smith, Jessi",475,1,Jessi,Smith,female,Bioscience,2017,1197
"Smith, Jessi",475,1,Jessi,Smith,female,Bioscience,2015,1198
"Smith, Jessi",475,1,Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,1200
"Smith, Jessi",475,1,Jessi,Smith,female,Psychology of Women Quarterly,2013,1204
"Smith, Jessi",623,2,Jessi,Smith,female,Journal of Diversity in Higher Education,2017,1201
"Smith, Jessi",623,2,Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1202
"Smith, Jessi",623,2,Jessi,Smith,female,Career Development Quarterly,2014,1199
"Smith, Jessi",623,2,Jessi,Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1203
"Smith, Jessi",623,2,Jessi,Smith,female,Bioscience,2017,1197
"Smith, Jessi",623,2,Jessi,Smith,female,Bioscience,2015,1198
"Smith, Jessi",623,2,Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,1200
"Smith, Jessi",623,2,Jessi,Smith,female,Psychology of Women Quarterly,2013,1204
"Smith, Joan",336,2,Joan,Smith,male,Proceedings of the National Academy of Sciences of the United States of America,2014,1850
"Smith, Kathleen",316,1,Kathleen,Smith,female,Social Sciences,2018,1205
"Smith, Kristin",136,1,Kristin,Smith,female,Social Sciences,2017,1208
"Smith, Kristin",136,1,Kristin,Smith,female,Cell Stem Cell,2015,1207
"Smith, Kristin",136,1,Kristin,Smith,female,Cell Stem Cell,2015,1206
"Smith, Kristin",318,3,Kristin,Smith,female,Social Sciences,2017,1208
"Smith, Kristin",318,3,Kristin,Smith,female,Cell Stem Cell,2015,1207
"Smith, Kristin",318,3,Kristin,Smith,female,Cell Stem Cell,2015,1206
"Smith, Kristin",136,29,Kristin,Smith,female,Social Sciences,2017,1208
"Smith, Kristin",136,29,Kristin,Smith,female,Cell Stem Cell,2015,1207
"Smith, Kristin",136,29,Kristin,Smith,female,Cell Stem Cell,2015,1206
"Smith, Paige",189,3,Paige,Smith,female,Journal of vocational behavior,2015,1209
"Smyth, Frederick",234,1,Frederick,Smyth,male,Frontiers in psychology,2015,1851
"Snyder, Lori Anderson",39,2,Lori Anderson,Snyder,NA,Journal of Diversity in Higher Education,2009,1211
"Sobel, Melissa",268,1,Melissa,Sobel,female,IEEE Technology & Society Magazine,2016,1212
"Soe, Louise",604,1,Louise,Soe,female,Women's Studies,2008,1213
"Soffa, Sara",223,3,Sara,Soffa,female,Frontiers in Psychology,2017,1214
"Soldner, Matthew",415,1,Matthew,Soldner,male,Journal of Higher Education,2012,1852
"Solomon, Susan",136,33,Susan,Solomon,female,Cell Stem Cell,2015,1215
"Solomon, Susan",136,33,Susan,Solomon,female,Cell Stem Cell,2015,1216
"Solomon, Susan",136,30,Susan,Solomon,female,Cell Stem Cell,2015,1215
"Solomon, Susan",136,30,Susan,Solomon,female,Cell Stem Cell,2015,1216
"Soncuya, Gretchen",495,5,Gretchen,Soncuya,female,Psychology of Women Quarterly,2013,1217
"Sonnert, Gerhard",448,2,Gerhard,Sonnert,male,Gender & Society,2011,1853
"Sonnert, Gerhard",448,2,Gerhard,Sonnert,male,Journal of College Science Teaching,2013,1854
"Sonnert, Gerhard",448,2,Gerhard,Sonnert,male,Journal of Women and Minorities in Science and Engineering,2017,1855
"Sonnert, Gerhard",448,2,Gerhard,Sonnert,male,Science Education,2012,1856
"Sonnert, Gerhard",343,3,Gerhard,Sonnert,male,Gender & Society,2011,1853
"Sonnert, Gerhard",343,3,Gerhard,Sonnert,male,Journal of College Science Teaching,2013,1854
"Sonnert, Gerhard",343,3,Gerhard,Sonnert,male,Journal of Women and Minorities in Science and Engineering,2017,1855
"Sonnert, Gerhard",343,3,Gerhard,Sonnert,male,Science Education,2012,1856
"Sonnert, Gerhard",290,2,Gerhard,Sonnert,male,Gender & Society,2011,1853
"Sonnert, Gerhard",290,2,Gerhard,Sonnert,male,Journal of College Science Teaching,2013,1854
"Sonnert, Gerhard",290,2,Gerhard,Sonnert,male,Journal of Women and Minorities in Science and Engineering,2017,1855
"Sonnert, Gerhard",290,2,Gerhard,Sonnert,male,Science Education,2012,1856
"Sonnert, Gerhard",126,3,Gerhard,Sonnert,male,Gender & Society,2011,1853
"Sonnert, Gerhard",126,3,Gerhard,Sonnert,male,Journal of College Science Teaching,2013,1854
"Sonnert, Gerhard",126,3,Gerhard,Sonnert,male,Journal of Women and Minorities in Science and Engineering,2017,1855
"Sonnert, Gerhard",126,3,Gerhard,Sonnert,male,Science Education,2012,1856
"Sontgerath, Suzanne",65,2,Suzanne,Sontgerath,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1218
"Sorby, Sheryl",195,1,Sheryl,Sorby,female,Learning and Individual Differences,2018,1219
"Sorenson, Olav",203,2,Olav,Sorenson,NA,Research Policy,2018,1857
"Soto, Melissa",382,3,Melissa,Soto,female,Change,2015,1220
"Speer, Jamin",160,2,Jamin,Speer,male,Economics Letters,2018,1858
"Spencer, Steven",48,4,Steven,Spencer,male,Journal of educational psychology,2015,1859
"Splinter, Kristen",520,13,Kristen,Splinter,female,Palgrave Communications,2018,1221
"Sriraman, Vederaman",139,2,Vederaman,Sriraman,NA,American Journal of Engineering Education,2015,1860
"Stanich, Cynthia",381,1,Cynthia,Stanich,female,Chemistry Education Research and Practice,2018,1222
"Starobin, Soko",388,2,Soko,Starobin,NA,New Directions for Community Colleges,2014,1224
"Starobin, Soko",388,2,Soko,Starobin,NA,New Directions for Higher Education,2013,1225
"Starobin, Soko",388,2,Soko,Starobin,NA,Community College Journal of Research & Practice,2017,1223
"Starobin, Soko",299,1,Soko,Starobin,NA,New Directions for Community Colleges,2014,1224
"Starobin, Soko",299,1,Soko,Starobin,NA,New Directions for Higher Education,2013,1225
"Starobin, Soko",299,1,Soko,Starobin,NA,Community College Journal of Research & Practice,2017,1223
"Starobin, Soko",303,2,Soko,Starobin,NA,New Directions for Community Colleges,2014,1224
"Starobin, Soko",303,2,Soko,Starobin,NA,New Directions for Higher Education,2013,1225
"Starobin, Soko",303,2,Soko,Starobin,NA,Community College Journal of Research & Practice,2017,1223
"Starr, Christine",484,1,Christine,Starr,female,Psychology of Women Quarterly,2018,1226
"Stearns, Elizabeth",539,4,Elizabeth,Stearns,female,International Journal of STEM Education,2018,1228
"Stearns, Elizabeth",539,4,Elizabeth,Stearns,female,Economics of Education Review,2015,1227
"Stearns, Elizabeth",539,4,Elizabeth,Stearns,female,Social Currents,2016,1229
"Stearns, Elizabeth",163,2,Elizabeth,Stearns,female,International Journal of STEM Education,2018,1228
"Stearns, Elizabeth",163,2,Elizabeth,Stearns,female,Economics of Education Review,2015,1227
"Stearns, Elizabeth",163,2,Elizabeth,Stearns,female,Social Currents,2016,1229
"Stearns, Elizabeth",501,3,Elizabeth,Stearns,female,International Journal of STEM Education,2018,1228
"Stearns, Elizabeth",501,3,Elizabeth,Stearns,female,Economics of Education Review,2015,1227
"Stearns, Elizabeth",501,3,Elizabeth,Stearns,female,Social Currents,2016,1229
"Stefan, Melanie",370,2,Melanie,Stefan,female,PLoS Computational Biology,2017,1230
"Steffan, Joshua",519,6,Joshua,Steffan,male,Soil Science Society of America Journal,2018,1861
"Steinberg, Mia",50,5,Mia,Steinberg,female,Journal of personality and social psychology,2011,1231
"Steinberg, Mia",50,5,Mia,Steinberg,female,Personality and Social Psychology Review,2017,1232
"Steinberg, Mia",476,2,Mia,Steinberg,female,Journal of personality and social psychology,2011,1231
"Steinberg, Mia",476,2,Mia,Steinberg,female,Personality and Social Psychology Review,2017,1232
"Steingut, Rebecca",287,2,Rebecca,Steingut,female,Science Education,2018,1233
"Stephens, Carrie",9,2,Carrie,Stephens,female,Journal of Agricultural Education,2013,1234
"Stephens, Michelle",378,3,Michelle,Stephens,female,PLoS ONE,2018,1235
"Stets, Jan",210,1,Jan,Stets,male,Social science research,2017,1862
"Stewart, Abigail",120,1,Abigail,Stewart,female,Journal of Women and Minorities in Science and Engineering,2016,1236
"Stoeger, Heidrun",621,1,Heidrun,Stoeger,NA,Computers & Education,2013,1238
"Stoeger, Heidrun",621,1,Heidrun,Stoeger,NA,Annals of the New York Academy of Sciences,2016,1237
"Stoeger, Heidrun",154,1,Heidrun,Stoeger,NA,Computers & Education,2013,1238
"Stoeger, Heidrun",154,1,Heidrun,Stoeger,NA,Annals of the New York Academy of Sciences,2016,1237
"Stoet, Gijsbert",481,1,Gijsbert,Stoet,NA,Psychological Science,2018,1863
"Stofer, Kathryn",7,3,Kathryn,Stofer,female,Journal of Agricultural Education,2015,1239
"Stoiko, Rachel",523,3,Rachel,Stoiko,female,Innovative Higher Education,2016,1240
"Stolk, J.D.",77,1,J.D.,Stolk,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1864
"Stoop, Chatanika",351,2,Chatanika,Stoop,NA,Bioscience,2017,1241
"Story, Tyler",495,4,Tyler,Story,male,Psychology of Women Quarterly,2013,1865
"Stout, Jane",489,2,Jane,Stout,female,Sex Roles,2016,1244
"Stout, Jane",489,2,Jane,Stout,female,Psychology of Women Quarterly,2017,1243
"Stout, Jane",489,2,Jane,Stout,female,Journal of personality and social psychology,2011,1242
"Stout, Jane",51,1,Jane,Stout,female,Sex Roles,2016,1244
"Stout, Jane",51,1,Jane,Stout,female,Psychology of Women Quarterly,2017,1243
"Stout, Jane",51,1,Jane,Stout,female,Journal of personality and social psychology,2011,1242
"Stout, Jane",579,1,Jane,Stout,female,Sex Roles,2016,1244
"Stout, Jane",579,1,Jane,Stout,female,Psychology of Women Quarterly,2017,1243
"Stout, Jane",579,1,Jane,Stout,female,Journal of personality and social psychology,2011,1242
"Stout, Susan",349,3,Susan,Stout,female,BioScience,2015,1245
"Streamer, Lindsey",473,4,Lindsey,Streamer,female,Journal of Applied Social Psychology,2016,1246
"Streamer, Lindsey",473,4,Lindsey,Streamer,female,Personality and Social Psychology Bulletin,2018,1247
"Streamer, Lindsey",634,5,Lindsey,Streamer,female,Journal of Applied Social Psychology,2016,1246
"Streamer, Lindsey",634,5,Lindsey,Streamer,female,Personality and Social Psychology Bulletin,2018,1247
"Streets, Valerie",627,3,Valerie,Streets,female,Career Development Quarterly,2015,1248
"Streiner, Scott",195,3,Scott,Streiner,male,Learning and Individual Differences,2018,1866
"Stripling, Christopher",9,4,Christopher,Stripling,male,Journal of Agricultural Education,2013,1867
"Struthers, Brice",386,3,Brice,Struthers,male,Community College Journal of Research & Practice,2016,1868
"Su, Rong",224,1,Rong,Su,NA,Frontiers in Psychology,2015,1249
"Su, Xuhong",564,1,Xuhong,Su,NA,Research in Higher Education,2016,1251
"Su, Xuhong",564,1,Xuhong,Su,NA,Higher Education,2015,1250
"Su, Xuhong",532,1,Xuhong,Su,NA,Research in Higher Education,2016,1251
"Su, Xuhong",532,1,Xuhong,Su,NA,Higher Education,2015,1250
"Subich, Linda",191,3,Linda,Subich,female,Journal of vocational behavior,2017,1252
"Sublett, Cameron",148,1,Cameron,Sublett,male,Teachers College Record,2017,1869
"Suizzo, Marie-Anne.",113,2,Marie-Anne.,Suizzo,NA,Journal of Women and Minorities in Science and Engineering,2017,1253
"Sullivan, Lauren",377,1,Lauren,Sullivan,female,PLoS ONE,2018,1255
"Sweet, Robert",405,2,Robert,Sweet,male,International Journal of Science Education,2014,1870
"Sweller, Naomi",158,6,Naomi,Sweller,female,Contemporary Educational Psychology,2018,1256
"Syed, Moin",637,1,Moin,Syed,NA,Journal of Social Issues,2011,1871
"Syme, Maggie",468,3,Maggie,Syme,female,Journal of Psychoeducational Assessment,2012,1257
"Szathmary, Emoke",277,13,Emoke,Szathmary,NA,American Journal of Physical Anthropology,2018,1258
"Szelenyi, Katalin",608,1,Katalin,Szelenyi,female,Research in Higher Education,2013,1260
"Szelenyi, Katalin",608,1,Katalin,Szelenyi,female,Research in Higher Education,2011,1259
"Szelenyi, Katalin",608,1,Katalin,Szelenyi,female,Review of Higher Education,2016,1261
"Taha, Thiab",19,5,Thiab,Taha,NA,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,1872
"Tai, Robert",15,3,Robert,Tai,male,Science Education,2012,1877
"Tai, Robert",15,3,Robert,Tai,male,College Student Journal,2010,1873
"Tai, Robert",15,3,Robert,Tai,male,Journal of chemical education,2014,1875
"Tai, Robert",15,3,Robert,Tai,male,Journal of chemical education,2012,1874
"Tai, Robert",15,3,Robert,Tai,male,Science Education,2011,1876
"Tai, Robert",364,2,Robert,Tai,male,Science Education,2012,1877
"Tai, Robert",364,2,Robert,Tai,male,College Student Journal,2010,1873
"Tai, Robert",364,2,Robert,Tai,male,Journal of chemical education,2014,1875
"Tai, Robert",364,2,Robert,Tai,male,Journal of chemical education,2012,1874
"Tai, Robert",364,2,Robert,Tai,male,Science Education,2011,1876
"Tai, Robert",290,4,Robert,Tai,male,Science Education,2012,1877
"Tai, Robert",290,4,Robert,Tai,male,College Student Journal,2010,1873
"Tai, Robert",290,4,Robert,Tai,male,Journal of chemical education,2014,1875
"Tai, Robert",290,4,Robert,Tai,male,Journal of chemical education,2012,1874
"Tai, Robert",290,4,Robert,Tai,male,Science Education,2011,1876
"Tai, Robert",288,2,Robert,Tai,male,Science Education,2012,1877
"Tai, Robert",288,2,Robert,Tai,male,College Student Journal,2010,1873
"Tai, Robert",288,2,Robert,Tai,male,Journal of chemical education,2014,1875
"Tai, Robert",288,2,Robert,Tai,male,Journal of chemical education,2012,1874
"Tai, Robert",288,2,Robert,Tai,male,Science Education,2011,1876
"Tai, Robert",17,2,Robert,Tai,male,Science Education,2012,1877
"Tai, Robert",17,2,Robert,Tai,male,College Student Journal,2010,1873
"Tai, Robert",17,2,Robert,Tai,male,Journal of chemical education,2014,1875
"Tai, Robert",17,2,Robert,Tai,male,Journal of chemical education,2012,1874
"Tai, Robert",17,2,Robert,Tai,male,Science Education,2011,1876
"Talley, Kimberly",540,1,Kimberly,Talley,female,International Journal of STEM Education,2017,1262
"Tanaka, Jacqueline",157,4,Jacqueline,Tanaka,female,Contemporary Educational Psychology,2013,1263
"Tarbell, Nancy",149,9,Nancy,Tarbell,female,Advances in Radiation Oncology,2018,1264
"Taylor, Andrea",277,3,Andrea,Taylor,female,American Journal of Physical Anthropology,2018,1265
"Taylor, Kay Ann",616,1,Kay Ann,Taylor,NA,Journal of Veterinary Medical Education,2009,1266
"Taylor, Lowell",20,3,Lowell,Taylor,male,American Economic Review,2016,1878
"Taylor, Mark",13,2,Mark,Taylor,male,Academe,2009,1879
"Taylor, Valerie",252,2,Valerie,Taylor,female,Computer,2018,1267
"Teo, Tang",432,1,Tang,Teo,NA,Theory Into Practice,2014,1268
"Thayer, Zaneta",277,15,Zaneta,Thayer,female,American Journal of Physical Anthropology,2018,1270
"Thebaud, Sarah",515,2,Sarah,Thebaud,female,Social Sciences,2018,1269
"Thebaud, Sarah",515,2,Sarah,Thebaud,female,Sociological Science,2017,1271
"Theobald, Elli",381,3,Elli,Theobald,female,Chemistry Education Research and Practice,2018,1272
"Thiry, Heather",22,3,Heather,Thiry,female,Bulletin of the American Meteorological Society,2013,1273
"Thoemmes, Felix",228,3,Felix,Thoemmes,male,Frontiers in Psychology,2017,1880
"Thoman, Dustin",592,1,Dustin,Thoman,male,Psychology of Women Quarterly,2013,1881
"Thoman, Dustin",592,1,Dustin,Thoman,male,Sex Roles,2008,1882
"Thoman, Dustin",495,1,Dustin,Thoman,male,Psychology of Women Quarterly,2013,1881
"Thoman, Dustin",495,1,Dustin,Thoman,male,Sex Roles,2008,1882
"Thoman, Sarah",170,2,Sarah,Thoman,female,Journal of Applied Developmental Psychology,2017,1274
"Thomas, Kirby",231,3,Kirby,Thomas,male,Frontiers in psychology,2015,1883
"Thomas, Kirby",231,3,Kirby,Thomas,male,Frontiers in Psychology,2017,1884
"Thomas, Kirby",231,3,Kirby,Thomas,male,Journal of Higher Education,2018,1885
"Thomas, Kirby",411,2,Kirby,Thomas,male,Frontiers in psychology,2015,1883
"Thomas, Kirby",411,2,Kirby,Thomas,male,Frontiers in Psychology,2017,1884
"Thomas, Kirby",411,2,Kirby,Thomas,male,Journal of Higher Education,2018,1885
"Thomas, Kirby",235,3,Kirby,Thomas,male,Frontiers in psychology,2015,1883
"Thomas, Kirby",235,3,Kirby,Thomas,male,Frontiers in Psychology,2017,1884
"Thomas, Kirby",235,3,Kirby,Thomas,male,Journal of Higher Education,2018,1885
"Thomas, Nicole",522,1,Nicole,Thomas,female,Innovative Higher Education,2015,1275
"Thompson, Leisa",75,3,Leisa,Thompson,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1276
"Thornbush, Mary",315,1,Mary,Thornbush,female,International Journal of Environmental Research and Public Health,2016,1277
"Tian, Siyue",455,2,Siyue,Tian,NA,International Migration Review,2017,1278
"Timmerman, Briana",142,3,Briana,Timmerman,female,Council on Undergraduate Research Quarterly,2011,1280
"Toomey, Ryan",491,7,Ryan,Toomey,male,Psychology of Women Quarterly,2018,1886
"Torres-Rouff, Christina",277,14,Christina,Torres-Rouff,female,American Journal of Physical Anthropology,2018,1283
"Torres, Lisette",141,1,Lisette,Torres,female,International Journal of Science in Society,2012,1282
"Torres, Lisette",141,1,Lisette,Torres,female,Cultural Studies of Science Education,2015,1281
"Torres, Lisette",521,2,Lisette,Torres,female,International Journal of Science in Society,2012,1282
"Torres, Lisette",521,2,Lisette,Torres,female,Cultural Studies of Science Education,2015,1281
"Townley, Matthew",601,3,Matthew,Townley,male,Economic Geography,2017,1887
"Tracy, Hailee",317,4,Hailee,Tracy,female,Social Sciences,2018,1284
"Trautwein, Ulrich",45,6,Ulrich,Trautwein,male,Journal of educational psychology,2017,1888
"Travers, Robb",134,4,Robb,Travers,NA,BMC Public Health,2015,1889
"Triplett, Eric",54,4,Eric,Triplett,male,CBE Life Sciences Education,2016,1890
"Troisi, Jordan",471,3,Jordan,Troisi,male,Personality and Social Psychology Bulletin,2011,1892
"Troisi, Jordan",471,3,Jordan,Troisi,male,Journal of Applied Social Psychology,2016,1891
"Troisi, Jordan",634,4,Jordan,Troisi,male,Personality and Social Psychology Bulletin,2011,1892
"Troisi, Jordan",634,4,Jordan,Troisi,male,Journal of Applied Social Psychology,2016,1891
"Truong, Nancy",34,6,Nancy,Truong,female,Journal of Counseling Psychology,2018,1285
"Tsai, Janet",67,3,Janet,Tsai,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1286
"Tsui, Ming",384,1,Ming,Tsui,male,Chinese Sociological Review,2016,1893
"Tumin, Dmitry",335,2,Dmitry,Tumin,male,Demographic Research,2016,1894
"Tunnicliffe, Helen",271,1,Helen,Tunnicliffe,female,TCE: The Chemical Engineer,2015,1287
"Turner, Trudy",277,1,Trudy,Turner,female,American Journal of Physical Anthropology,2018,1288
"Tyler-Wood, Tandra",156,3,Tandra,Tyler-Wood,NA,Computers in Human Behavior,2014,1289
"Tyler-Wood, Tandra",156,3,Tandra,Tyler-Wood,NA,Journal of Science Education and Technology,2015,1290
"Tyler-Wood, Tandra",544,3,Tandra,Tyler-Wood,NA,Computers in Human Behavior,2014,1289
"Tyler-Wood, Tandra",544,3,Tandra,Tyler-Wood,NA,Journal of Science Education and Technology,2015,1290
"Valentine, Maureen",69,5,Maureen,Valentine,female,Proceedings of the ASEE Annual Conference & Exposition,2015,1292
"Valentine, Maureen",69,5,Maureen,Valentine,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1291
"Valentine, Maureen",96,5,Maureen,Valentine,female,Proceedings of the ASEE Annual Conference & Exposition,2015,1292
"Valentine, Maureen",96,5,Maureen,Valentine,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1291
"Valentino, Lauren",501,1,Lauren,Valentino,female,Social Currents,2016,1294
"Valentino, Lauren",501,1,Lauren,Valentino,female,Economics of Education Review,2015,1293
"Valentino, Lauren",163,5,Lauren,Valentino,female,Social Currents,2016,1294
"Valentino, Lauren",163,5,Lauren,Valentino,female,Economics of Education Review,2015,1293
"Valla, Jeffrey",477,1,Jeffrey,Valla,male,Perspectives on Psychological Science,2014,1896
"Valla, Jeffrey",477,1,Jeffrey,Valla,male,Journal of Women and Minorities in Science and Engineering,2012,1895
"Valla, Jeffrey",119,1,Jeffrey,Valla,male,Perspectives on Psychological Science,2014,1896
"Valla, Jeffrey",119,1,Jeffrey,Valla,male,Journal of Women and Minorities in Science and Engineering,2012,1895
"Van Oosten, Ellen",240,1,Ellen,Van Oosten,female,Frontiers in Psychology,2017,1296
"van Tuijl, Cathy",541,1,Cathy,van Tuijl,female,International Journal of Technology and Design Education,2016,1297
"Vasquez, Ariana",287,5,Ariana,Vasquez,female,Science Education,2018,1298
"Vasquez, Kris",619,2,Kris,Vasquez,male,Adultspan Journal,2014,1897
"Vaughan, Karen",519,2,Karen,Vaughan,female,Soil Science Society of America Journal,2018,1299
"Veinot, Tiffany",276,1,Tiffany,Veinot,female,Journal of Medical Internet Research,2013,1301
"Venator, Edmond",384,3,Edmond,Venator,male,Chinese Sociological Review,2016,1898
"Verdin, Dina",321,1,Dina,Verdin,female,Social Sciences,2018,1302
"Vermeylen, Francoise",228,5,Francoise,Vermeylen,NA,Frontiers in Psychology,2017,1899
"Veurink, Norma",195,2,Norma,Veurink,female,Learning and Individual Differences,2018,1303
"Vichayapai, Marissa",488,3,Marissa,Vichayapai,female,Social Psychological and Personality Science,2011,1305
"Vichayapai, Marissa",488,3,Marissa,Vichayapai,female,Psychology of Women Quarterly,2013,1304
"Vichayapai, Marissa",502,3,Marissa,Vichayapai,female,Social Psychological and Personality Science,2011,1305
"Vichayapai, Marissa",502,3,Marissa,Vichayapai,female,Psychology of Women Quarterly,2013,1304
"Vieyra, Michelle",142,1,Michelle,Vieyra,female,Council on Undergraduate Research Quarterly,2011,1306
"Vila-Concejo, Ana",520,1,Ana,Vila-Concejo,female,Palgrave Communications,2018,1307
"Villablanca, Amparo",334,1,Amparo,Villablanca,female,Journal of Women's Health,2011,1308
"Villalobos, Guillermo",598,4,Guillermo,Villalobos,male,Social Psychology of Education,2015,1900
"Villanueva, Idalis",85,2,Idalis,Villanueva,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1309
"Villasenor, Amelia",277,16,Amelia,Villasenor,female,American Journal of Physical Anthropology,2018,1310
"Visentin, Fabiana",376,2,Fabiana,Visentin,female,PLoS ONE,2015,1311
"Vlaicu, Sorina",640,2,Sorina,Vlaicu,NA,Review of Policy Research,2010,1312
"Vogel, Erin",277,17,Erin,Vogel,female,American Journal of Physical Anthropology,2018,1313
"Von Thaden, Terry",292,1,Terry,Von Thaden,male,Journal of the American Society for Information Science and Technology,2008,1901
"Vossen, Jordan",576,4,Jordan,Vossen,male,Sex Roles,2018,1902
"Vunjak-Novakovic, Gordana",136,31,Gordana,Vunjak-Novakovic,NA,Cell Stem Cell,2015,1314
"Wagner, Ashley",282,2,Ashley,Wagner,female,Journal of Research in Science Teaching,2016,1315
