id.x,author,fname,lname,gender,pubtitle,date,id.y
926,"Sanabria, Tanya",Tanya,Sanabria,female,Social Sciences,2017,1016
927,"Penner, Andrew",Andrew, Penner,male,Social Sciences,2017,1017
928,"Edge, W. Daniel",W. Daniel,Edge,NA,Mammal Study,2016,1018
929,"D'Inverno, Ashley S.",NA,NA,NA,NA,NA,NA
930,"Kearns, Megan C.",NA,NA,NA,NA,NA,NA
931,"Reidy, Dennis E.",NA,NA,NA,NA,NA,NA
932,"Villablanca, Amparo C.",NA,NA,NA,NA,NA,NA
933,"Beckett, Laurel",Laurel, Beckett,female,Journal of Women's Health,2011,1023
934,"Nettiksimmons, Jasmine",Jasmine, Nettiksimmons,female,Journal of Women's Health,2011,1024
935,"Howell, Lydia P.",NA,NA,NA,NA,NA,NA
936,"Han, Siqi",Siqi,Han,NA,Demographic Research,2016,1026
937,"Tumin, Dmitry",Dmitry, Tumin,male,Demographic Research,2016,1027
938,"Qian, Zhenchao",Zhenchao, Qian,NA,Demographic Research,2016,1028
939,"Sheltzer, Jason M.",NA,NA,NA,NA,NA,NA
940,"Smith, Joan C.",NA,NA,NA,NA,NA,NA
941,"Dennehy, Tara C.",NA,NA,NA,NA,NA,NA
942,"Dasgupta, Nilanja",Nilanja,Dasgupta,NA,Proceedings of the National Academy of Sciences of the United States of America,NA,1033
943,"Scircle, Melissa McManus",Melissa McManus, Scircle,NA,Proceedings of the National Academy of Sciences of the United States of America,NA,1034
944,"Reuben, Ernesto",Ernesto,Reuben,male,Proceedings of the National Academy of Sciences of the United States of America,2014,1036
945,"Sapienza, Paola",Paola, Sapienza,female,Proceedings of the National Academy of Sciences of the United States of America,2014,1037
946,"Zingales, Luigi",Luigi, Zingales,male,Proceedings of the National Academy of Sciences of the United States of America,2014,1038
947,"Moss-Racusin, Corinne A.",NA,NA,NA,NA,NA,NA
948,"Moss, Justin Q.",NA,NA,NA,NA,NA,NA
949,"Metcalf, Heather",Heather,Metcalf,female,Nature Human Behaviour,2018,1049
949,"Metcalf, Heather",Heather, Metcalf,female,Frontiers in Psychology,2017,764
950,"Parson, Laura",Laura,Parson,female,Qualitative Report,2016,1050
950,"Parson, Laura",Laura,Parson,female,NASPA Journal About Women in Higher Education,2017,1290
951,"Mancl, Karen",Karen,Mancl,female,Ohio Journal of Science,2017,1051
952,"Lee, Katrina",Katrina, Lee,female,Ohio Journal of Science,2017,1052
953,"Geber, Hilary",Hilary,Geber,female,International Journal of Evidence Based Coaching & Mentoring,2011,1053
954,"Roughneen, Caroline",Caroline, Roughneen,female,International Journal of Evidence Based Coaching & Mentoring,2011,1054
955,"Adamo, Shelley A.",NA,NA,NA,NA,NA,NA
956,"Kern, Christel C.",NA,NA,NA,NA,NA,NA
957,"Kenefic, Laura S.",NA,NA,NA,NA,NA,NA
958,"Stout, Susan L.",NA,NA,NA,NA,NA,NA
959,"Ballen, Cissy J.",NA,NA,NA,NA,NA,NA
960,"Aguillon, Stephanie M.",NA,NA,NA,NA,NA,NA
961,"Brunelli, Rebecca",Rebecca, Brunelli,female,BioScience,2018,1061
962,"Drake, Abby Grace",Abby Grace, Drake,NA,BioScience,2018,1062
963,"Wassenberg, Deena",Deena, Wassenberg,female,BioScience,2018,1063
964,"Weiss, Stacey L.",NA,NA,NA,NA,NA,NA
965,"Zamudio, Kelly R.",NA,NA,NA,NA,NA,NA
966,"Cotner, Sehoya",Sehoya, Cotner,NA,PLoS ONE,2017,1135
966,"Cotner, Sehoya",Sehoya, Cotner,NA,BioScience,2018,1066
966,"Cotner, Sehoya",Sehoya, Cotner,NA,PLoS ONE,2018,1159
967,"Stoop, Chatanika",Chatanika, Stoop,NA,Bioscience,2017,1068
968,"Young, Micaela",Micaela, Young,female,Bioscience,2017,1069
969,"Held, Suzanne",Suzanne, Held,female,Bioscience,2017,1071
970,"Zale, Alexander V.",NA,NA,NA,NA,NA,NA
971,"Potvin, Martha A.",NA,NA,NA,NA,NA,NA
972,"McDaniel, Anne",Anne,McDaniel,female,European Sociological Review,2016,1077
973,"Adamowicz, Elizabeth M.",NA,NA,NA,NA,NA,NA
974,"Beyer, Sylvia",Sylvia,Beyer,female,Psychology,2015,1079
975,"Carrell, Scott E.",NA,NA,NA,NA,NA,NA
976,"Page, Marianne E.",NA,NA,NA,NA,NA,NA
977,"West, James E.",NA,NA,NA,NA,NA,NA
978,"Bowman, Lauren",Lauren, Bowman,female,Science & Public Policy,2014,1085
979,"Forbes, Chad E.",NA,NA,NA,NA,NA,NA
980,"Amey, Rachel",Rachel, Amey,female,Social Cognitive and Affective Neuroscience,2018,1087
981,"Magerman, Adam B.",NA,NA,NA,NA,NA,NA
982,"Duran, Kelly",Kelly, Duran,female,Social Cognitive and Affective Neuroscience,2018,1089
983,"Liu, Menting",Menting, Liu,NA,Social Cognitive and Affective Neuroscience,2018,1090
984,"Lincoln, Anne E.",NA,NA,NA,NA,NA,NA
985,"Glass, Jennifer L.",NA,NA,NA,NA,NA,NA
986,"Cech, Erin A.",NA,NA,NA,NA,NA,NA
987,"Flores, Glenda M.",NA,NA,NA,NA,NA,NA
988,"Mulvey, Kelly Lynn",Kelly Lynn,Mulvey,NA,Early Childhood Research Quarterly,2018,1100
989,"Irvin, Matthew J.",NA,NA,NA,NA,NA,NA
990,"Wyss, Vanessa L.",NA,NA,NA,NA,NA,NA
991,"Price, C. Aaron",C. Aaron,Price,NA,Applied Developmental Science,2018,1104
992,"Kares, F",NA,NA,NA,NA,NA,NA
993,"Segovia, Gloria",Gloria, Segovia,female,Applied Developmental Science,2018,1106
994,"Loyd, Aerika B.",NA,NA,NA,NA,NA,NA
995,"Herrmann, Sarah D.",NA,NA,NA,NA,NA,NA
996,"Adelman, Robert M.",NA,NA,NA,NA,NA,NA
997,"Bodford, Jessica E.",NA,NA,NA,NA,NA,NA
998,"Graudejus, Oliver",Oliver, Graudejus,male,Basic & Applied Social Psychology,2016,1111
999,"Okun, Morris A.",NA,NA,NA,NA,NA,NA
1000,"Kwan, Virginia S. Y.",NA,NA,NA,NA,NA,NA
1001,"Drury, Benjamin J.",NA,NA,NA,NA,NA,NA
1002,"Siy, John O.",NA,NA,NA,NA,NA,NA
1003,"Zeng, Xiao Han T.",NA,NA,NA,NA,NA,NA
1004,"Duch, Jordi",Jordi, Duch,male,PLoS Biology,2016,1118
1005,"Sales-Pardo, Marta",Marta, Sales-Pardo,female,PLoS Biology,2016,1119
1006,"Moreira, João A. G.",NA,NA,NA,NA,NA,NA
1007,"Radicchi, Filippo",Filippo, Radicchi,male,PLoS Biology,2016,1121
1008,"Ribeiro, Haroldo V.",NA,NA,NA,NA,NA,NA
1009,"Woodruff, Teresa K.",NA,NA,NA,NA,NA,NA
1010,"Amaral, Luís A. Nunes",Luís A. Nunes, Amaral,NA,PLoS Biology,2016,1124
1011,"Berman, Francine D.",NA,NA,NA,NA,NA,NA
1012,"Bourne, Philip E.",NA,NA,NA,NA,NA,NA
1013,"Bonham, Kevin S.",NA,NA,NA,NA,NA,NA
1014,"Stefan, Melanie I.",NA,NA,NA,NA,NA,NA
1015,"Gibbs, Jr, Kenneth D.",NA,NA,NA,NA,NA,NA
1016,"McGready, John",John, McGready,male,PLoS ONE,2014,1130
1017,"Bennett, Jessica C.",NA,NA,NA,NA,NA,NA
1018,"Griffin, Kimberly",Kimberly, Griffin,female,PLoS ONE,2014,1132
1019,"Salehi, Shima",Shima, Salehi,NA,PLoS ONE,2017,1134
1020,"Grunspan, Daniel Z.",NA,NA,NA,NA,NA,NA
1021,"Wiggins, Benjamin L.",NA,NA,NA,NA,NA,NA
1022,"Crowe, Alison J.",NA,NA,NA,NA,NA,NA
1023,"Goodreau, Steven M.",NA,NA,NA,NA,NA,NA
1024,"Bloodhart, Brittany",Brittany, Bloodhart,female,PLoS ONE,2017,1143
1025,"Barnes, Rebecca T.",NA,NA,NA,NA,NA,NA
1026,"Adams, Amanda S.",NA,NA,NA,NA,NA,NA
1027,"Clinton, Sandra M.",NA,NA,NA,NA,NA,NA
1028,"Pollack, Ilana",Ilana, Pollack,female,PLoS ONE,2017,1147
1029,"Godfrey, Elaine",Elaine, Godfrey,female,PLoS ONE,2017,1148
1030,"Burt, Melissa",Melissa, Burt,female,PLoS ONE,2017,1149
1031,"Fischer, Emily V.",NA,NA,NA,NA,NA,NA
1032,"Gumpertz, Marcia",Marcia,Gumpertz,female,PLoS ONE,2017,1151
1033,"Durodoye, Raifu",Raifu, Durodoye,NA,PLoS ONE,2017,1152
1034,"Griffith, Emily",Emily, Griffith,female,PLoS ONE,2017,1153
1035,"Wilson, Alyson",Alyson, Wilson,female,PLoS ONE,2017,1154
1036,"Conti, Annamaria",Annamaria,Conti,female,PLoS ONE,2015,1155
1037,"Visentin, Fabiana",Fabiana, Visentin,female,PLoS ONE,2015,1156
1038,"Sullivan, Lauren L.",NA,NA,NA,NA,NA,NA
1039,"Cooper, Katelyn M.",NA,NA,NA,NA,NA,NA
1040,"Hendrix, Taija",Taija, Hendrix,female,PLoS ONE,2018,1161
1041,"Stephens, Michelle D.",NA,NA,NA,NA,NA,NA
1042,"Cala, Jaqueline M.",NA,NA,NA,NA,NA,NA
1043,"Mahrer, Kali",Kali, Mahrer,female,PLoS ONE,2018,1164
1044,"Krieg, Anna",Anna, Krieg,female,PLoS ONE,2018,1165
1045,"Agloro, Ashley C. M.",NA,NA,NA,NA,NA,NA
1046,"Badini, Giovani V.",NA,NA,NA,NA,NA,NA
1047,"Barnes, M. Elizabeth",M. Elizabeth, Barnes,NA,PLoS ONE,2018,1168
1048,"Eledge, Bradley",Bradley, Eledge,male,PLoS ONE,2018,1169
1049,"Jones, Roxann",Roxann, Jones,female,PLoS ONE,2018,1170
1050,"Lemon, Edmond C.",NA,NA,NA,NA,NA,NA
1051,"Massimo, Nicholas C.",NA,NA,NA,NA,NA,NA
1052,"Martin, Annette",Annette, Martin,female,PLoS ONE,2018,1173
1053,"Ruberto, Thomas",Thomas, Ruberto,male,PLoS ONE,2018,1174
1054,"Simonson, Kailey",Kailey, Simonson,female,PLoS ONE,2018,1175
1055,"Webb, Emily A.",NA,NA,NA,NA,NA,NA
1056,"Weaver, Joseph",Joseph, Weaver,male,PLoS ONE,2018,1177
1057,"Zheng, Yi.",Yi., Zheng,NA,PLoS ONE,2018,1178
1058,"Ellis, Jessica",Jessica,Ellis,female,PLoS ONE,2016,1180
1059,"Fosdick, Bailey K.",NA,NA,NA,NA,NA,NA
1060,"Rasmussen, Chris",Chris, Rasmussen,male,PLoS ONE,2016,1182
1061,"Carter, Alecia J.",NA,NA,NA,NA,NA,NA
1062,"Croft, Alyssa",Alyssa, Croft,female,PLoS ONE,2018,1184
1063,"Lukas, Dieter",Dieter, Lukas,male,PLoS ONE,2018,1185
1064,"Sandstrom, Gillian M.",NA,NA,NA,NA,NA,NA
1065,"Stanich, Cynthia A.",NA,NA,NA,NA,NA,NA
1066,"Pelch, Michael A.",NA,NA,NA,NA,NA,NA
1067,"Theobald, Elli J.",NA,NA,NA,NA,NA,NA
1068,"Freeman, Scott",Scott, Freeman,male,Chemistry Education Research and Practice,2018,1190
1069,"Laursen, Sandra L.",NA,NA,NA,NA,NA,NA
1070,"Austin, Ann E.",NA,NA,NA,NA,NA,NA
1071,"Soto, Melissa",Melissa, Soto,female,Change,2015,1193
1072,"Martinez, Dalinda",Dalinda, Martinez,female,Change,2015,1194
1073,"Goltz, Sonia M.",NA,NA,NA,NA,NA,NA
1074,"Hietapelto, Amy",Amy, Hietapelto,female,Change,2013,1196
1075,"Tsui, Ming",Ming,Tsui,male,Chinese Sociological Review,2016,1197
1076,"Xu, Xiao-ying",Xiao-ying, Xu,NA,Chinese Sociological Review,2016,1198
1077,"Venator, Edmond",Edmond, Venator,male,Chinese Sociological Review,2016,1199
1078,"Wang, Yan",Yan, Wang,male,Chinese Sociological Review,2016,1200
1079,"McGee, Ebony O.",NA,NA,NA,NA,NA,NA
1080,"Bentley, Lydia",Lydia, Bentley,female,Cognition and Instruction,2017,1202
1081,"Lester, Jaime",Jaime,Lester,male,Community College Journal of Research & Practice,2016,1203
1082,"Yamanaka, Aoi",Aoi, Yamanaka,female,Community College Journal of Research & Practice,2016,1204
1083,"Struthers, Brice",Brice, Struthers,male,Community College Journal of Research & Practice,2016,1205
1084,"Senas, Arleen J.",NA,NA,NA,NA,NA,NA
1085,"Jorstad, John",John,Jorstad,male,Community College Journal of Research & Practice,2017,1209
1086,"Chen, Yu (April)",Yu (April), Chen,NA,Community College Journal of Research & Practice,2017,1211
1087,"Kollasch, Aurelia",Aurelia, Kollasch,female,Community College Journal of Research & Practice,2017,1212
1088,"Wickersham, Kelly",Kelly,Wickersham,female,Community College Journal of Research & Practice,2016,1213
1089,"Case, Susan S.",NA,NA,NA,NA,NA,NA
1090,"Richley, Bonnie A.",NA,NA,NA,NA,NA,NA
1091,"Sheard, Judy",Judy,Sheard,female,Computer Science Education,2010,1217
1092,"Carbone, Angela",Angela, Carbone,female,Computer Science Education,2010,1218
1093,"Hurst, Angas J.",NA,NA,NA,NA,NA,NA
1094,"Zimmerman, Hilary B.",NA,NA,NA,NA,NA,NA
1095,"McPherson, Erin",Erin,McPherson,female,Personality and Social Psychology Bulletin,2018,1438
1095,"McPherson, Erin",Erin,McPherson,female,Educational Psychology,2018,1224
1096,"Banchefsky, Sarah",Sarah, Banchefsky,female,Educational Psychology,2018,1225
1096,"Banchefsky, Sarah",Sarah,Banchefsky,female,Social Sciences,2018,1007
1096,"Banchefsky, Sarah",Sarah,Banchefsky,female,Sex Roles,2016,1751
1097,"Heybach, Jessica",Jessica,Heybach,female,Educational Studies,2017,1227
1098,"Pickup, Austin",Austin, Pickup,male,Educational Studies,2017,1228
1099,"McLoughlin, Lisa A.",NA,NA,NA,NA,NA,NA
1100,"Min, Pyong Gap",Pyong Gap,Min,NA,Ethnic and Racial Studies,2015,1230
1101,"Jang, Sou Hyun",Sou Hyun, Jang,NA,Ethnic and Racial Studies,2015,1231
1102,"Mattsson, Tina",Tina,Mattsson,female,Gender & Education,2015,1232
1103,"Guest, Carly J.",NA,NA,NA,NA,NA,NA
1104,"Kelley, Margaret S.",NA,NA,NA,NA,NA,NA
1105,"Bryan, Kimberly K.",NA,NA,NA,NA,NA,NA
1106,"Bear, Julia B.",NA,NA,NA,NA,NA,NA
1107,"Woolley, Anita W.",NA,NA,NA,NA,NA,NA
1108,"Banda, Rosa M.",NA,NA,NA,NA,NA,NA
1109,"Flowers, Alonzo M.",NA,NA,NA,NA,NA,NA
1110,"Piatek-Jimenez, Katrina",Katrina,Piatek-Jimenez,female,International Journal of Science Education,2018,1240
1111,"Cribbs, Jennifer",Jennifer, Cribbs,female,International Journal of Science Education,2018,1241
1112,"Gill, Nicole",Nicole, Gill,female,International Journal of Science Education,2018,1242
1113,"Young, Anna M.",NA,NA,NA,NA,NA,NA
1114,"Wendel, Paul J.",NA,NA,NA,NA,NA,NA
1115,"Esson, Joan M.",NA,NA,NA,NA,NA,NA
1116,"Plank, Kathryn M.",NA,NA,NA,NA,NA,NA
1117,"Adamuti-Trache, Maria",Maria,Adamuti-Trache,female,International Journal of Science Education,2014,1247
1118,"Sweet, Robert",Robert, Sweet,male,International Journal of Science Education,2014,1248
1119,"Dorph, Rena",Rena,Dorph,female,International Journal of Science Education,2018,1249
1120,"Bathgate, Meghan E.",NA,NA,NA,NA,NA,NA
1121,"Schunn, Christian D.",NA,NA,NA,NA,NA,NA
1122,"Herman, Clem",Clem,Herman,male,Journal of Education & Work,2015,1253
1123,"Buschor, Christine B.",NA,NA,NA,NA,NA,NA
1124,"Berweger, Simone",Simone, Berweger,female,Journal of Educational Research,2014,1255
1125,Frei,NA,NA,NA,NA,NA,NA
1126,"Keck, Andrea",Andrea, Keck,female,Journal of Educational Research,2014,1257
1127,"Kappler, Christa",Christa, Kappler,female,Journal of Educational Research,2014,1258
1128,"Pedersen, Daphne E.",NA,NA,NA,NA,NA,NA
1129,"Jacobs, Jerry A.",NA,NA,NA,NA,NA,NA
1130,"Kanny, M. Allison",M. Allison, Kanny,NA,Journal of Higher Education,2017,1264
1130,"Kanny, M. Allison",M. Allison, Kanny,NA,Research in Higher Education,2016,1739
1131,"Monje-Paulson, Laura",Laura, Monje-Paulson,female,Journal of Higher Education,2017,1266
1132,"Perez-Felkner, Laura",Laura,Perez-Felkner,female,Journal of Higher Education,2018,1268
1133,"Hopkins, Jordan",Jordan, Hopkins,male,Journal of Higher Education,2018,1271
1134,"D'Sa, Mitchell",Mitchell, D'Sa,male,Journal of Higher Education,2018,1272
1135,"Hart, Jeni",Jeni,Hart,NA,Journal of Higher Education,2016,1273
1136,"Chen, P. Daniel",P. Daniel,Chen,NA,Journal of Higher Education,2015,1274
1137,"Simpson, Patricia A.",NA,NA,NA,NA,NA,NA
1138,"Xu, Yonghong J.",NA,NA,NA,NA,NA,NA
1139,"Soldner, Matthew",Matthew,Soldner,male,Journal of Higher Education,2012,1277
1140,"Rowan-Kenyon, Heather",Heather, Rowan-Kenyon,female,Journal of Higher Education,2012,1278
1141,"Inkelas, Karen Kurotsuchi",Karen Kurotsuchi, Inkelas,NA,Journal of Higher Education,2012,1279
1142,"Garvey, Jason",Jason, Garvey,male,Journal of Higher Education,2012,1280
1143,"Robbins, Claire",Claire, Robbins,female,Journal of Higher Education,2012,1281
1144,"Ampaw, Frim",Frim, Ampaw,NA,New Directions for Institutional Research,2011,942
1144,"Ampaw, Frim",Frim, Ampaw,NA,Journal of Higher Education,2014,1283
1144,"Ampaw, Frim",Frim, Ampaw,NA,Review of Higher Education,2017,1861
1145,"Sayman, Donna M.",NA,NA,NA,NA,NA,NA
1146,"Gonzalez Ramos, Ana M.",NA,NA,NA,NA,NA,NA
1147,"Allen, Carrie D.",NA,NA,NA,NA,NA,NA
1148,"Eisenhart, Margaret",Margaret, Eisenhart,female,Journal of the Learning Sciences,2017,1287
1149,"Dortch, Deniece",Deniece,Dortch,NA,NASPA Journal About Women in Higher Education,2017,1288
1150,"Patel, Chirag",Chirag, Patel,male,NASPA Journal About Women in Higher Education,2017,1289
1151,"Ozaki, C. Casey",C. Casey, Ozaki,NA,NASPA Journal About Women in Higher Education,2017,1291
1152,"Goldman, Emily G.",NA,NA,NA,NA,NA,NA
1153,"Pascale, Amanda B.",NA,NA,NA,NA,NA,NA
1154,"Sarseke, Gulnar",Gulnar,Sarseke,NA,NASPA Journal About Women in Higher Education,2018,1295
1155,"Krook, Mona L.",NA,NA,NA,NA,NA,NA
1156,"Okamoto, Karen",Karen,Okamoto,female,Public Services Quarterly,2013,1297
1157,"Blackburn, Heidi",Heidi,Blackburn,female,Science & Technology Libraries,2017,1298
1158,"Beddoes, Kacey",Kacey,Beddoes,female,Studies in Higher Education,2014,1301
1159,"Pawley, Alice L.",NA,NA,NA,NA,NA,NA
1160,"Smith, Daryl G.",NA,NA,NA,NA,NA,NA
1161,"Teo, Tang W.",NA,NA,NA,NA,NA,NA
1162,"Crowe, Jessica A.",NA,NA,NA,NA,NA,NA
1163,"Goldberger, Jessica R.",NA,NA,NA,NA,NA,NA
1164,"Leggon, Cheryl B.",NA,NA,NA,NA,NA,NA
1165,"Ganley, Colleen M.",NA,NA,NA,NA,NA,NA
1166,"George, Casey E.",NA,NA,NA,NA,NA,NA
1167,"Cimpian, Joseph R.",NA,NA,NA,NA,NA,NA
1168,"Makowski, Martha B.",NA,NA,NA,NA,NA,NA
1169,"Archer, Louise",Louise,Archer,female,American Educational Research Journal,2017,1312
1169,"Archer, Louise",Louise, Archer,female,Sex Roles,2017,1790
1170,"Moote, Julie",Julie, Moote,female,American Educational Research Journal,2017,1313
1170,"Moote, Julie",Julie, Moote,female,Sex Roles,2017,1791
1171,"Francis, Becky",Becky,Francis,female,Sex Roles,2017,1789
1171,"Francis, Becky",Becky, Francis,female,American Educational Research Journal,2017,1314
1172,"DeWitt, Jennifer.",Jennifer., DeWitt,NA,American Educational Research Journal,2017,1315
1173,"Yeomans, Lucy",Lucy, Yeomans,female,American Educational Research Journal,2017,1316
1173,"Yeomans, Lucy",Lucy, Yeomans,female,Sex Roles,2017,1794
1174,"King, Barbara",Barbara, King,female,American Educational Research Journal,2012,1318
1174,"King, Barbara",Barbara, King,female,Educational Researcher,2010,1335
1174,"King, Barbara",Barbara, King,female,Sex Roles,2016,1762
1175,"Grodsky, Eric",Eric, Grodsky,male,American Educational Research Journal,2012,1319
1176,"Muller, Chandra",Chandra, Muller,female,American Educational Research Journal,2012,1320
1177,"Rubineau, Brian",Brian, Rubineau,male,Work and Occupations,2018,1556
1177,"Rubineau, Brian",Brian, Rubineau,male,American Sociological Review,2011,1323
1178,"Silbey, Susan",Susan, Silbey,female,American Sociological Review,2011,1324
1178,"Silbey, Susan",Susan, Silbey,female,Work and Occupations,2018,1554
1179,"Seron, Caroll",Caroll, Seron,NA,American Sociological Review,2011,1325
1180,"Goulden, Marc",Marc,Goulden,male,Annals of the American Academy of Political and Social Science,2011,1326
1181,"Mason, Mary",Mary, Mason,female,Annals of the American Academy of Political and Social Science,2011,1327
1182,"Frasch, Karie",Karie, Frasch,female,Annals of the American Academy of Political and Social Science,2011,1328
1183,"Hagedorn, Linda S.",NA,NA,NA,NA,NA,NA
1184,"Purnamasari, Agustina V.",NA,NA,NA,NA,NA,NA
1185,"Lubienski, Sarah T.",NA,NA,NA,NA,NA,NA
1186,"Miller, Emily K.",NA,NA,NA,NA,NA,NA
1187,"Saclarides, Evthokia S.",NA,NA,NA,NA,NA,NA
1188,"Nelson, Paul A.",NA,NA,NA,NA,NA,NA
1189,"Zurbriggen, Eileen L.",NA,NA,NA,NA,NA,NA
1190,"Crosby, Faye J.",NA,NA,NA,NA,NA,NA
1191,"Chemers, Martin M.",NA,NA,NA,NA,NA,NA
1192,"Damaske, Sarah",Sarah,Damaske,female,Gender & Society,2011,1344
1193,"Rhoton, Laura A.",NA,NA,NA,NA,NA,NA
1194,"Fox, Mary Frank",Mary Frank,Fox,NA,Gender & Society,2011,1346
1195,"Nikiforova, Irina",Irina, Nikiforova,female,Gender & Society,2011,1348
1196,"Heilbronner, Nancy N.",NA,NA,NA,NA,NA,NA
1197,"Chen, Jacqueline M.",NA,NA,NA,NA,NA,NA
1198,"Moons, Wesley G.",NA,NA,NA,NA,NA,NA
1199,"Bella, Laura D.",NA,NA,NA,NA,NA,NA
1200,"Crisp, Richard J.",NA,NA,NA,NA,NA,NA
1201,"Cundiff, J.L.",J.L.,Cundiff,NA,Group Processes and Intergroup Relations,2018,1354
1202,"Ryuk, S.",NA,NA,NA,NA,NA,NA
1203,"Cech, K.",NA,NA,NA,NA,NA,NA
1204,"Casad, B.J.",B.J.,Casad,NA,Group Processes and Intergroup Relations,2018,1357
1205,"Oyler, D.L.",D.L., Oyler,NA,Group Processes and Intergroup Relations,2018,1358
1206,"Sullivan, E.T.",E.T., Sullivan,NA,Group Processes and Intergroup Relations,2018,1359
1207,"McClellan, E.M.",E.M., McClellan,NA,Group Processes and Intergroup Relations,2018,1360
1208,"Tierney, D.N.",D.N., Tierney,NA,Group Processes and Intergroup Relations,2018,1361
1209,"Anderson, D.A.",D.A., Anderson,NA,Group Processes and Intergroup Relations,2018,1362
1210,"Greeley, P.A.",P.A., Greeley,NA,Group Processes and Intergroup Relations,2018,1363
1211,"Fague, M.A.",M.A., Fague,NA,Group Processes and Intergroup Relations,2018,1364
1212,"Flammang, B.J.",B.J., Flammang,NA,Group Processes and Intergroup Relations,2018,1365
1213,"Boyd, Monica",Monica,Boyd,female,International Migration Review,2017,1368
1214,"Tian, Siyue",Siyue, Tian,NA,International Migration Review,2017,1369
1215,"Falk, Nikki A.",NA,NA,NA,NA,NA,NA
1216,"Rottinghaus, Patrick J.",NA,NA,NA,NA,NA,NA
1217,"Casanova, Tracy N.",NA,NA,NA,NA,NA,NA
1218,"Borgen, Fred H.",NA,NA,NA,NA,NA,NA
1219,"Betz, Nancy E.",NA,NA,NA,NA,NA,NA
1220,"Iskander, E. Tiffany",E. Tiffany,Iskander,NA,Journal of Career Assessment,2013,1376
1221,"Gore, Jr, Paul A.",NA,NA,NA,NA,NA,NA
1222,"Furse, Cynthia",Cynthia, Furse,female,Journal of Career Assessment,2013,1378
1223,"Bergerson, Amy",Amy, Bergerson,female,Journal of Career Assessment,2013,1379
1224,"Prime, Dominic R.",NA,NA,NA,NA,NA,NA
1225,"Wilkins, Kerrie G.",NA,NA,NA,NA,NA,NA
1226,"Deemer, Eric D.",NA,NA,NA,NA,NA,NA
1227,"Mahoney, Kevin T.",NA,NA,NA,NA,NA,NA
1228,"Ball, Jacqueline H.",NA,NA,NA,NA,NA,NA
1229,"Santana, Mercedes C.",NA,NA,NA,NA,NA,NA
1230,"Blustein, David L.",NA,NA,NA,NA,NA,NA
1231,"Barnett, Michael",Michael, Barnett,male,Journal of Career Development,2013,1391
1232,"Mark, Sheron",Sheron, Mark,male,Journal of Career Development,2013,1392
1232,"Mark, Sheron",Sheron,Mark,male,Journal of Science Education and Technology,2016,1685
1233,"Depot, Mark",Mark, Depot,male,Journal of Career Development,2013,1393
1234,"Lovering, Meghan",Meghan, Lovering,female,Journal of Career Development,2013,1394
1235,"Lee, Youjin",Youjin, Lee,NA,Journal of Career Development,2013,1395
1236,"Hu, Qin",Qin, Hu,NA,Journal of Career Development,2013,1396
1237,"Kim, James",James, Kim,male,Journal of Career Development,2013,1397
1238,"Backus, Faedra",Faedra, Backus,NA,Journal of Career Development,2013,1398
1239,"Dillon-Lieberman, Kristin",Kristin, Dillon-Lieberman,female,Journal of Career Development,2013,1399
1240,"DeBay, Dennis",Dennis, DeBay,male,Journal of Career Development,2013,1400
1241,"Reilly, Erin D.",NA,NA,NA,NA,NA,NA
1242,"Rackley, Kadie R.",NA,NA,NA,NA,NA,NA
1243,"Awad, Germine H.",NA,NA,NA,NA,NA,NA
1244,"Ruud, Collin M.",NA,NA,NA,NA,NA,NA
1245,"Dagley, Melissa",Melissa,Dagley,female,Journal of College Student Retention-Research Theory & Practice,2016,1409
1246,"Georgiopoulos, Michael",Michael, Georgiopoulos,male,Journal of College Student Retention-Research Theory & Practice,2016,1410
1247,"Reece, Amber",Amber, Reece,female,Journal of College Student Retention-Research Theory & Practice,2016,1411
1248,"Young, Cynthia",Cynthia, Young,female,Journal of College Student Retention-Research Theory & Practice,2016,1412
1249,"Kerr, Barbara A.",NA,NA,NA,NA,NA,NA
1250,"Multon, Karen D.",NA,NA,NA,NA,NA,NA
1251,"Syme, Maggie L.",NA,NA,NA,NA,NA,NA
1252,"Fry, Nancy M.",NA,NA,NA,NA,NA,NA
1253,"Owens, Rhea",Rhea, Owens,female,Journal of Psychoeducational Assessment,2012,1417
1254,"Hammond, Marie",Marie, Hammond,female,Journal of Psychoeducational Assessment,2012,1418
1255,"Robinson-Kurpius, Sharon",Sharon, Robinson-Kurpius,female,Journal of Psychoeducational Assessment,2012,1419
1256,"Davison, Mark L.",NA,NA,NA,NA,NA,NA
1257,"Jew, Gilbert B.",NA,NA,NA,NA,NA,NA
1258,"Davenport Jr, Ernest C.",NA,NA,NA,NA,NA,NA
1259,"Park, Lora E.",NA,NA,NA,NA,NA,NA
1260,"Young, Ariana F.",NA,NA,NA,NA,NA,NA
1261,"Troisi, Jordan D.",NA,NA,NA,NA,NA,NA
1262,"Pinkus, Rebecca T.",NA,NA,NA,NA,NA,NA
1263,"Kondrak, Cheryl L.",NA,NA,NA,NA,NA,NA
1264,"Ward, Deborah E.",NA,NA,NA,NA,NA,NA
1265,"Streamer, Lindsey",Lindsey, Streamer,female,Journal of Applied Social Psychology,2016,1929
1265,"Streamer, Lindsey",Lindsey, Streamer,female,Personality and Social Psychology Bulletin,2018,1437
1266,"Lewis, Karyn L.",NA,NA,NA,NA,NA,NA
