author,fname,lname,gender,pubtitle,date,id,pubtype
"Aloisio, Kathryn",Kathryn, Aloisio,female,Cell Biology Education,2017,202,journal
"Holland, Kathryn",Kathryn, Holland,female,Psychology of Women Quarterly,2015,1515,journal
"Hinsen, Katie",Katie, Hinsen,female,SMPTE Motion Imaging Journal,2018,1570,journal
"Lawson, Katie",Katie,Lawson,female,Sex Roles,2018,1786,journal
"O'Leary, Katie",Katie, O'Leary,female,Journal of Technology Transfer,2017,1697,journal
"Lee, Katrina",Katrina, Lee,female,Ohio Journal of Science,2017,1052,journal
"Piatek-Jimenez, Katrina",Katrina,Piatek-Jimenez,female,International Journal of Science Education,2018,1240,journal
"Claw, Katrina",Katrina,Claw,female,Genome biology,2016,1918,journal
"Taylor, Kay Ann",Kay Ann,Taylor,NA,Journal of Veterinary Medical Education,2009,1878,journal
"Hui, Kayi",Kayi, Hui,NA,Journal of vocational behavior,2015,627,journal
"Okada, Kazunori",Kazunori, Okada,NA,ACM Conference on Innovation and Technology in Computer Science Education,2018,347,journal
"Pituch, Keenan",Keenan, Pituch,male,Science Education,2018,905,journal
"Watkins, Keiana",Keiana, Watkins,female,CBE Life Sciences Education,2017,191,journal
"Herzog, Keith",Keith, Herzog,male,Journal of Women and Minorities in Science and Engineering,2016,395,journal
"Enns, Kellie",Kellie,Enns,female,Journal of Agricultural Education,2015,15,journal
"Duran, Kelly",Kelly, Duran,female,Social Cognitive and Affective Neuroscience,2018,1089,journal
"Zamudio, Kelly",Kelly, Zamudio,female,BioScience,2018,1065,journal
"Baker, Kelly",Kelly,Baker,female,Women in Higher Education,2016,926,journal
"Wickersham, Kelly",Kelly,Wickersham,female,Community College Journal of Research & Practice,2016,1213,journal
"Mack, Kelly",Kelly,Mack,female,New Directions for Higher Education,2013,931,journal
"Mulvey, Kelly",Kelly,Mulvey,female,Journal of experimental child psychology,2017,579,journal
"Mulvey, Kelly Lynn",Kelly Lynn,Mulvey,NA,Early Childhood Research Quarterly,2018,1100,journal
"Chappetta, Kelsey",Kelsey, Chappetta,female,Sex Roles,2016,1797,journal
"DeLaine, Kendra",Kendra, DeLaine,female,Review of Research in Education,2018,1522,journal
"Rice, Kenneth",Kenneth,Rice,male,Journal of vocational behavior,2013,620,journal
"Rice, Kenneth",Kenneth,Rice,male,Journal of Counseling Psychology,2015,93,journal
"Wilkins-Yel, Kerrie",Kerrie,Wilkins-Yel,NA,Journal of Vocational Behavior,2018,617,journal
"Wilkins, Kerrie",Kerrie, Wilkins,NA,Journal of Career Assessment,2015,1382,journal
"Wilkins-Yel, Kerrie",Kerrie,Wilkins-Yel,NA,Journal of Vocational Behavior,2018,1961,journal
"Oschatz, Kerstin",Kerstin, Oschatz,female,Journal of educational psychology,2017,141,journal
"Bonham, Kevin",Kevin,Bonham,male,PLoS Computational Biology,2017,1127,journal
"Rask, Kevin",Kevin,Rask,male,Economics of Education Review,2010,552,journal
"Cappaert, Kevin",Kevin, Cappaert,male,Journal of vocational behavior,2016,599,journal
"Brown, Kevin",Kevin, Brown,male,Frontiers in Psychology,2017,743,journal
"Cappaert, Kevin",Kevin, Cappaert,male,Journal of vocational behavior,2013,633,journal
"Eggan, Kevin",Kevin, Eggan,male,Cell Stem Cell,2015,456,journal
"Mahoney, Kevin",Kevin, Mahoney,male,Journal of Career Assessment,2012,1385,journal
"Ramli, Khalijah",Khalijah, Ramli,NA,Procedia Economics and Finance,2016,656,journal
"Weeden, Kim",Kim, Weeden,female,Social science research,2013,676,journal
"Weeden, Kim",Kim,Weeden,female,Sociological Science,2017,1566,journal
"Shauman, Kimberlee",Kimberlee, Shauman,female,Annual Review of Sociology,2015,342,journal
"Shauman, Kimberlee",Kimberlee,Shauman,female,Social Sciences,2017,994,journal
"Jackson, Kimberly",Kimberly,Jackson,female,Peer review,2014,364,journal
"Fath, Kimberly",Kimberly, Fath,female,Journal of Leadership Studies,2013,876,journal
"Bryan, Kimberly",Kimberly, Bryan,female,Gender and Education,2018,1235,journal
"Jeffers, Kimberly",Kimberly, Jeffers,female,Journal of Women and Minorities in Science and Engineering,2011,431,journal
"Griffin, Kimberly",Kimberly, Griffin,female,PLoS ONE,2014,1132,journal
"Harris, Kimberly",Kimberly, Harris,female,Science Education,2014,911,journal
"Talley, Kimberly",Kimberly,Talley,female,International Journal of STEM Education,2017,1646,journal
"Jeffers, Kimberly",Kimberly, Jeffers,female,Journal of Women and Minorities in Science and Engineering,2011,436,journal
"Freeman, Kimberly",Kimberly, Freeman,female,Review of Research in Education,2018,1520,journal
"Thomas, Kirby",Kirby, Thomas,male,Journal of Higher Education,2018,1269,journal
"Thomas, Kirby",Kirby, Thomas,male,Frontiers in psychology,2015,758,journal
"Thomas, Kirby",Kirby, Thomas,male,Frontiers in Psychology,2017,749,journal
"Kokini, Klod",Klod, Kokini,NA,Journal of Women and Minorities in Science and Engineering,2018,401,journal
"Kokini, Klod",Klod, Kokini,NA,Management Communication Quarterly,2015,1423,journal
"Vasquez, Kris",Kris, Vasquez,male,Adultspan Journal,2014,1885,journal
"Minnotte, Krista",Krista, Minnotte,female,Sociological Focus,2018,1300,journal
"Minnotte, Krista",Krista, Minnotte,female,Journal of Diversity in Higher Education,2010,129,journal
"Minnotte, Krista",Krista, Minnotte,female,Journal of Feminist Family Therapy,2017,1260,journal
"Salomon, Kristen",Kristen, Salomon,female,Psychology of Women Quarterly,2018,1493,journal
"Intemann, Kristen",Kristen, Intemann,female,Journal of Diversity in Higher Education,2017,112,journal
"Schilt, Kristen",Kristen, Schilt,female,"Gender, Work and Organization",2017,1915,journal
"Splinter, Kristen",Kristen, Splinter,female,Palgrave Communications,2018,1599,journal
"Haltinner, Kristin",Kristin, Haltinner,female,Social Sciences,2018,972,journal
"Dillon-Lieberman, Kristin",Kristin, Dillon-Lieberman,female,Journal of Career Development,2013,1399,journal
"Smith, Kristin",Kristin,Smith,female,Cell Stem Cell,2015,447,journal
"Harvey, Kristin",Kristin, Harvey,female,Journal of Women and Minorities in Science and Engineering,2017,373,journal
"Smith, Kristin",Kristin, Smith,female,Social Sciences,2017,977,journal
"Smith, Kristin",Kristin, Smith,female,Cell Stem Cell,2015,475,journal
"Lui, Kristine",Kristine, Lui,female,Journal of Women and Minorities in Science and Engineering,2017,418,journal
"Pena, Kylee",Kylee,Pena,female,SMPTE Motion Imaging Journal,2018,1569,journal
"Kim, Kyung-Sun",Kyung-Sun, Kim,NA,Library & Information Science Research,2008,650,journal
"Perez-Felkner, Lara",Lara, Perez-Felkner,female,Frontiers in Psychology,2017,742,journal
"Perez-Felkneri, Lara",Lara,Perez-Felkneri,female,Frontiers in Psychology,2017,747,journal
"Perez-Felkner, Lara",Lara,Perez-Felkner,female,Developmental psychology,2012,86,journal
"Perez-Felkner, Lara",Lara, Perez-Felkner,female,Frontiers in psychology,2015,757,journal
"Abraham-Hilaire, Latecia",Latecia, Abraham-Hilaire,NA,Social Sciences,2018,997,journal
"Briggs, LaTese",LaTese, Briggs,NA,Cell Stem Cell,2015,453,journal
"Perez-Felkner, Laura",Laura,Perez-Felkner,female,Journal of Higher Education,2018,1268,journal
"Perna, Laura",Laura,Perna,female,Research in Higher Education,2009,1727,journal
"Palumbo, Laura",Laura,Palumbo,female,Journal of Academic Librarianship,2016,565,journal
"Bella, Laura",Laura,Bella,female,Group Processes & Intergroup Relations,2016,1352,journal
"Kenefic, Laura",Laura, Kenefic,female,BioScience,2015,1057,journal
"Katz, Laura",Laura,Katz,female,Cell Biology Education,2017,201,journal
"Parson, Laura",Laura,Parson,female,Qualitative Report,2016,1050,journal
"Edwards, Laura",Laura, Edwards,female,Bulletin of the American Meteorological Society,2013,56,journal
"Fogg-Rogers, Laura",Laura,Fogg-Rogers,female,Science Communication,2017,1525,journal
"Kooiman, Laura",Laura, Kooiman,female,Sex Roles,2018,1787,journal
"Rhoton, Laura",Laura,Rhoton,female,Gender & Society,2011,1345,journal
"Paulson, Laura",Laura, Paulson,female,Research in Higher Education,2015,1716,journal
"McCullough, Laura",Laura,McCullough,female,Forum on Public Policy Online,2011,718,journal
"Ramsey, Laura",Laura,Ramsey,female,Social Psychology of Education,2013,1825,journal
"Rogers, Laura",Laura, Rogers,female,American Journal of Cultural Sociology,2018,1098,journal
"Rogers, Laura",Laura, Rogers,female,Social Sciences,2017,1000,journal
"Monje-Paulson, Laura",Laura, Monje-Paulson,female,Journal of Higher Education,2017,1266,journal
"Parson, Laura",Laura,Parson,female,NASPA Journal About Women in Higher Education,2017,1290,journal
"Kaeser, Laure",Laure, Kaeser,NA,International Journal of Mentoring and Coaching in Education,2015,700,journal
"Smith-Doerr, Laurel",Laurel, Smith-Doerr,female,Social Sciences,2017,983,journal
"Beckett, Laurel",Laurel, Beckett,female,Journal of Women's Health,2011,1023,journal
"Blackwell, Lauren",Lauren,Blackwell,female,Journal of Diversity in Higher Education,2009,120,journal
"Valentino, Lauren",Lauren, Valentino,female,Economics of Education Review,2015,558,journal
"Valentino, Lauren",Lauren,Valentino,female,Social Currents,2016,1531,journal
"Sullivan, Lauren",Lauren,Sullivan,female,PLoS ONE,2018,1157,journal
"Hawthorne, Lauren",Lauren, Hawthorne,female,Personality and Social Psychology Bulletin,2013,1443,journal
"Hudson, Lauren",Lauren, Hudson,female,Sex Roles,2013,1811,journal
"Russell, Lauren",Lauren,Russell,female,Economics of Education Review,2017,553,journal
"Brewer, Lauren",Lauren, Brewer,female,Sex Roles,2018,1760,journal
"Bowman, Lauren",Lauren, Bowman,female,Science & Public Policy,2014,1085,journal
"O'Brien, Laurie",Laurie,O'Brien,female,Social Psychology of Education,2015,1831,journal
"O'Brien, Laurie",Laurie,O'Brien,female,Cultural diversity & ethnic minority psychology,2014,76,journal
"Glimcher, Laurie",Laurie, Glimcher,female,Cell Stem Cell,2015,460,journal
"Kauffman, Laurie",Laurie, Kauffman,female,American Journal of Physical Anthropology,2018,866,journal
"Charleston, LaVar",LaVar,Charleston,male,Journal for Multicultural Education,2016,703,journal
"Charleston, LaVar",LaVar,Charleston,male,Journal of Diversity in Higher Education,2014,123,journal
"Melon, Laverne",Laverne, Melon,male,CBE Life Sciences Education,2016,200,journal
"Golubchik, Leana",Leana,Golubchik,female,ACM International Conference on Measurement and Modeling of Computer Systems,2018,349,journal
"Coder, LeAnne",LeAnne, Coder,female,Journal of Economic Psychology,2008,578,journal
"Penn, Lee",Lee, Penn,male,Journal of Counseling Psychology,2018,102,journal
"Laemmle, Lena",Lena, Laemmle,female,Annals of the New York Academy of Sciences,2016,1891,journal
"Winfield, Leyte",Leyte, Winfield,NA,Peer review,2014,365,journal
"Erpen, Ligia",Ligia, Erpen,female,Scientia Horticulturae,2018,668,journal
"Cortina, Lilia",Lilia, Cortina,female,Psychology of Women Quarterly,2013,1478,journal
"Eby, Lillian",Lillian, Eby,female,CBE Life Sciences Education,2017,194,journal
"Wu, Lillian",Lillian,Wu,female,Issues in Science & Technology,2011,1876,journal
"Ko, Lily",Lily, Ko,female,Journal of Diversity in Higher Education,2015,117,journal
"Ko, Lily",Lily, Ko,female,Journal of Research in Science Teaching,2018,882,journal
"Jiang, Lily",Lily, Jiang,female,Psychological bulletin,2017,179,journal
"Sax, Linda",Linda, Sax,female,New Directions for Institutional Research,2011,945,journal
"Hagedorn, Linda",Linda,Hagedorn,female,Community College Review,2012,1329,journal
"Garavalia, Linda",Linda, Garavalia,female,Leadership & Management in Engineering,2010,221,journal
"Sax, Linda",Linda,Sax,female,Research in Higher Education,2016,1738,journal
"Kamas, Linda",Linda,Kamas,female,Journal of Economic Behavior & Organization,2012,573,journal
"Sax, Linda",Linda,Sax,female,Research in Higher Education,2015,1712,journal
"Subich, Linda",Linda, Subich,female,Journal of vocational behavior,2017,637,journal
"Sax, Linda",Linda,Sax,female,Physical Review Physics Education Research,2016,65,journal
"Sax, Linda",Linda, Sax,female,Computer Science Education,2017,1221,journal
"Sax, Linda",Linda,Sax,female,Journal of Higher Education,2017,1261,journal
"Fuselier, Linda",Linda,Fuselier,female,Journal of Baltic Science Education,2010,1559,journal
"Rice, Lindsay",Lindsay, Rice,female,Sex Roles,2015,1814,journal
"Claiborn, Lindsay",Lindsay,Claiborn,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,817,journal
"Anderson, Lindsey",Lindsey, Anderson,female,Management Communication Quarterly,2015,1422,journal
"Anderson, Lindsey",Lindsey, Anderson,female,Journal of Women and Minorities in Science and Engineering,2018,404,journal
"Streamer, Lindsey",Lindsey, Streamer,female,Journal of Applied Social Psychology,2016,1929,journal
"Hopewell, Lindsey",Lindsey,Hopewell,female,Review of Policy Research,2009,1947,journal
"Streamer, Lindsey",Lindsey, Streamer,female,Personality and Social Psychology Bulletin,2018,1437,journal
"Chen, Ling-Ling",Ling-Ling, Chen,NA,Genome biology,2016,1919,journal
"Avallone, Linnea",Linnea,Avallone,female,Bulletin of the American Meteorological Society,2013,53,journal
"Flores, Lisa",Lisa, Flores,female,Journal of vocational behavior,2015,592,journal
"Rosenthal, Lisa",Lisa, Rosenthal,female,Psychological science,2013,1465,journal
"McLoughlin, Lisa",Lisa,McLoughlin,female,Engineering Studies,2009,1229,journal
"Rosenthal, Lisa",Lisa, Rosenthal,female,Journal of Social Issues,2011,1934,journal
"Rosenthal, Lisa",Lisa,Rosenthal,female,Sex Roles,2011,1804,journal
"Benson, Lisa",Lisa, Benson,female,Social Sciences,2018,990,journal
"Torres, Lisette",Lisette, Torres,female,Cultural Studies of Science Education,2015,1601,journal
"Torres, Lisette",Lisette,Torres,female,International Journal of Science in Society,2012,487,journal
"Bergeron, Liz",Liz,Bergeron,female,International Journal of Science and Mathematics Education,2017,1636,journal
"Finkel, Liza",Liza,Finkel,female,Journal of Science Education and Technology,2017,1695,journal
"Park, Lora",Lora,Park,female,Personality and Social Psychology Bulletin,2011,1428,journal
"Park, Lora",Lora,Park,female,Personality and Social Psychology Bulletin,2018,1434,journal
"Park, Lora",Lora,Park,female,Journal of Applied Social Psychology,2016,1925,journal
"Espinosa, Lorelle",Lorelle,Espinosa,female,Harvard Educational Review,2011,782,journal
"Espinosa, Lorelle",Lorelle, Espinosa,female,Harvard Educational Review,2011,780,journal
"Krenitsky, Loretta",Loretta, Krenitsky,female,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,811,journal
"Snyder, Lori Anderson",Lori Anderson, Snyder,NA,Journal of Diversity in Higher Education,2009,121,journal
"Roberson, Loriann",Loriann, Roberson,female,Journal of Vocational Behavior,2018,616,journal
"Berk, Louis",Louis,Berk,male,Advances in Physiology Education,2014,69,journal
"Soe, Louise",Louise,Soe,female,Women's Studies,2008,1853,journal
"Archer, Louise",Louise,Archer,female,American Educational Research Journal,2017,1312,journal
"McHugh, Louise",Louise, McHugh,female,Journal of Contextual Behavioral Science,2017,572,journal
"Archer, Louise",Louise, Archer,female,Sex Roles,2017,1790,journal
"Taylor, Lowell",Lowell, Taylor,male,American Economic Review,2016,50,journal
"Esteves, Luciana",Luciana, Esteves,female,Palgrave Communications,2018,1590,journal
"Yeomans, Lucy",Lucy, Yeomans,female,American Educational Research Journal,2017,1316,journal
"Yeomans, Lucy",Lucy, Yeomans,female,Sex Roles,2017,1794,journal
"Marzilli, Luigi",Luigi, Marzilli,male,Journal of chemical education,2014,37,journal
"Amaral, Luís A. Nunes",Luís A. Nunes, Amaral,NA,PLoS Biology,2016,1124,journal
"Howell, Lydia",Lydia, Howell,female,Journal of Women's Health,2011,1025,journal
"Bentley, Lydia",Lydia, Bentley,female,Cognition and Instruction,2017,1202,journal
"Liben, Lynn",Lynn,Liben,female,Role of Gender in Educational Contexts and Outcomes,2014,665,journal
"Farrell, Lynn",Lynn,Farrell,female,Journal of Contextual Behavioral Science,2017,571,journal
"McGrath, Lynn",Lynn, McGrath,female,PRIMUS,2018,1850,journal
"Kanny, M. Allison",M. Allison, Kanny,NA,Journal of Higher Education,2017,1264,journal
"Kanny, M. Allison",M. Allison, Kanny,NA,Research in Higher Education,2016,1739,journal
"Barnes, M. Elizabeth",M. Elizabeth, Barnes,NA,PLoS ONE,2018,1168,journal
"Fague, M.A.",M.A., Fague,NA,Group Processes and Intergroup Relations,2018,1364,journal
"Syme, Maggie",Maggie, Syme,female,Journal of Psychoeducational Assessment,2012,1415,journal
"Holmes, Maja",Maja,Holmes,female,Innovative Higher Education,2016,1605,journal
"Siker, Malika",Malika, Siker,female,Advances in Radiation Oncology,2018,504,journal
"Redel, Mallory",Mallory, Redel,female,ACM International Conference on Measurement and Modeling of Computer Systems,2018,350,journal
"Dutt, Manjul",Manjul,Dutt,NA,Scientia Horticulturae,2018,667,journal
"Paechter, Manuela",Manuela, Paechter,female,Frontiers in Psychology,2017,769,journal
"Wasburn, Mara",Mara,Wasburn,female,International Journal of Information and Communication Technology Education (IJICTE),2007,792,journal
"Evans, Mara",Mara, Evans,female,CBE Life Sciences Education,2017,192,journal
"Goulden, Marc",Marc,Goulden,male,Annals of the American Academy of Political and Social Science,2011,1326,journal
"Lerchenmueller, Marc",Marc,Lerchenmueller,male,Research Policy,2018,663,journal
"Lobel, Marci",Marci, Lobel,female,Sex Roles,2011,1807,journal
"Gumpertz, Marcia",Marcia,Gumpertz,female,PLoS ONE,2017,1151,journal
"Rossiter, Margaret",Margaret,Rossiter,female,Centaurus,2012,1913,journal
"Eisenhart, Margaret",Margaret, Eisenhart,female,Journal of the Learning Sciences,2017,1287,journal
"Beier, Margaret",Margaret, Beier,female,Journal of educational psychology,2013,151,journal
"Kelley, Margaret",Margaret,Kelley,female,Gender and Education,2018,1234,journal
"Sardo, Margarida",Margarida, Sardo,NA,Science Communication,2017,1526,journal
"Bernal, Margarita",Margarita, Bernal,female,Scientometrics,2010,11,journal
"Bernal, Margarita",Margarita, Bernal,female,Science & Public Policy,2014,1084,journal
"Charles, Maria",Maria, Charles,female,Social Sciences,2018,1010,journal
"Ong, Maria",Maria, Ong,female,Journal of Diversity in Higher Education,2015,119,journal
"Ong, Maria",Maria,Ong,female,Journal of Research in Science Teaching,2018,880,journal
"Ong, Maria",Maria,Ong,female,Harvard Educational Review,2011,778,journal
"Oliver-Hoyo, Maria",Maria, Oliver-Hoyo,female,New Directions for Institutional Research,2011,948,journal
"Adamuti-Trache, Maria",Maria,Adamuti-Trache,female,International Journal of Science Education,2014,1247,journal
"Kordaki, Maria",Maria, Kordaki,female,Procedia - Social and Behavioral Sciences,2015,652,journal
"Bolognesi, Maria",Maria, Bolognesi,female,ACS Medicinal Chemistry Letters,2017,355,journal
"Kelly, Maria",Maria, Kelly,female,Advances in Radiation Oncology,2018,510,journal
"Ong, Maria",Maria, Ong,female,Journal of Engineering Education,2017,959,journal
"Miquel, María-José",María-José, Miquel,NA,Journal of Business Research,2016,570,journal
"Page, Marianne",Marianne, Page,female,Quarterly Journal of Economics,2010,1081,journal
"Paretti, Marie",Marie, Paretti,female,Social Psychology of Education,2013,1830,journal
"Hammond, Marie",Marie, Hammond,female,Journal of Psychoeducational Assessment,2012,1418,journal
"Suizzo, Marie-Anne.",Marie-Anne., Suizzo,NA,Journal of Women and Minorities in Science and Engineering,2017,372,journal
"Reyes, Marie-Elena",Marie-Elena,Reyes,NA,Harvard Educational Review,2011,783,journal
"Cabay, Marilyn.",Marilyn.,Cabay,NA,Social Sciences,2018,978,journal
"Piacentini, Mario",Mario, Piacentini,male,Research Policy,2018,662,journal
"Vichayapai, Marissa",Marissa, Vichayapai,female,Psychology of Women Quarterly,2013,1483,journal
"Hartwig, Marissa",Marissa, Hartwig,female,Sex Roles,2018,1757,journal
"Vichayapai, Marissa",Marissa, Vichayapai,female,Social Psychological and Personality Science,2011,1537,journal
"Muguira, Maritza",Maritza, Muguira,female,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,809,journal
"Horton, Marjorie",Marjorie, Horton,female,Learning Communities: Research & Practice,2016,712,journal
"Engberg, Mark",Mark,Engberg,male,Teachers College Record,2013,496,journal
"Connolly, Mark",Mark,Connolly,male,CBE Life Sciences Education,2018,196,journal
"Zanna, Mark",Mark, Zanna,male,Journal of educational psychology,2015,156,journal
"Depot, Mark",Mark, Depot,male,Journal of Career Development,2013,1393,journal
"Goodman, Mark",Mark, Goodman,male,JCOM: Journal of Science Communication,2009,1562,journal
"Taylor, Mark",Mark, Taylor,male,Academe,2009,29,journal
"Davison, Mark",Mark,Davison,male,Measurement and Evaluation in Counseling and Development,2014,1425,journal
"Ellis, Mark",Mark, Ellis,male,Economic Geography,2017,1843,journal
"Kanagui-Muñoz, Marlen",Marlen, Kanagui-Muñoz,female,Journal of vocational behavior,2015,594,journal
"Sales-Pardo, Marta",Marta, Sales-Pardo,female,PLoS Biology,2016,1119,journal
"Makowski, Martha",Martha, Makowski,female,American Educational Research Journal,2018,1311,journal
"Bottia, Martha",Martha,Bottia,female,Economics of Education Review,2015,554,journal
"Potvin, Martha",Martha, Potvin,female,Bioscience,2015,1076,journal
"Chemers, Martin",Martin, Chemers,male,Emerging Adulthood,2018,1343,journal
"Ndicu, Martin",Martin, Ndicu,male,Communications of the Association for Information Systems,2018,841,journal
"Chemers, Martin",Martin, Chemers,male,Journal of Social Issues,2011,1937,journal
"Feeney, Mary",Mary,Feeney,female,Science & Public Policy,2014,1083,journal
"Fitzpatrick, Mary",Mary, Fitzpatrick,female,Journal of vocational behavior,2013,631,journal
"Mason, Mary",Mary, Mason,female,Annals of the American Academy of Political and Social Science,2011,1327,journal
"Wyer, Mary",Mary, Wyer,female,New Directions for Institutional Research,2011,947,journal
"Kasarda, Mary",Mary, Kasarda,female,Insights on Learning Disabilities,2014,967,journal
"Hynes, Mary",Mary, Hynes,female,Cell Stem Cell,2015,464,journal
"Juhas, Mary",Mary, Juhas,female,Peer Review,2014,359,journal
"Hermann, Mary",Mary, Hermann,female,Journal of Diversity in Higher Education,2016,115,journal
"Alfred, Mary",Mary, Alfred,female,Journal of STEM Education : Innovations and Research,2014,800,journal
"Thornbush, Mary",Mary,Thornbush,female,International Journal of Environmental Research and Public Health,2016,968,journal
"Armstrong, Mary",Mary,Armstrong,female,Journal of Women and Minorities in Science and Engineering,2015,409,journal
"Blair-Loy, Mary",Mary,Blair-Loy,female,Social Sciences,2017,999,journal
"Feeney, Mary",Mary,Feeney,female,Scientometrics,2010,10,journal
"McCracken, Mary",Mary, McCracken,female,Journal of Autism and Developmental Disorders,2013,1653,journal
"McGarvey, Mary",Mary, McGarvey,female,Review of Regional Studies,2017,1874,journal
"Blair-Loy, Mary",Mary, Blair-Loy,female,American Journal of Cultural Sociology,2018,1097,journal
"Murphy, Mary",Mary, Murphy,female,Frontiers in Psychology,2017,730,journal
"Fischer, Mary",Mary, Fischer,female,Social Psychology of Education,2012,1841,journal
"Amon, Mary",Mary,Amon,female,Frontiers in Psychology,2017,750,journal
"Schaefer, Mary",Mary,Schaefer,female,Employment relations today,2015,874,journal
"Armstrong, Mary",Mary,Armstrong,female,Journal of Diversity in Higher Education,2017,133,journal
"Fox, Mary Frank",Mary Frank,Fox,NA,Gender & Society,2011,1346,journal
"Wellenstein, Mary Jo",Mary Jo, Wellenstein,NA,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,812,journal
"Santovec, Mary Lou",Mary Lou,Santovec,NA,Women in Higher Education,2014,928,journal
"D'Allegro, Mary Lou",Mary Lou, D'Allegro,NA,Contemporary Issues in Education Research,2011,485,journal
"Gasman, Marybeth",Marybeth, Gasman,female,Research in Higher Education,2009,1730,journal
"Cruz, Mateo",Mateo, Cruz,male,Journal of Vocational Behavior,2018,613,journal
"O'Donnell, Matt",Matt, O'Donnell,male,Journal of Technology Transfer,2017,1700,journal
"Franchetti, Matthew",Matthew,Franchetti,male,Journal of STEM Education : Innovations and Research,2010,801,journal
"Ohland, Matthew",Matthew, Ohland,male,Journal of Engineering Education,2012,965,journal
"Miller, Matthew",Matthew, Miller,male,Journal of Counseling Psychology,2018,100,journal
"Miller, Matthew",Matthew, Miller,male,Journal of vocational behavior,2015,624,journal
"Cannady, Matthew",Matthew,Cannady,male,Science Education,2014,909,journal
"Soldner, Matthew",Matthew,Soldner,male,Journal of Higher Education,2012,1277,journal
"Mars, Matthew",Matthew, Mars,male,Review of Higher Education,2016,1864,journal
"Cannady, Matthew",Matthew, Cannady,male,International Journal of Science Education,2018,1252,journal
"Irvin, Matthew",Matthew, Irvin,male,Early Childhood Research Quarterly,2018,1101,journal
"Francisco, Matthew",Matthew, Francisco,male,Journal of Science Education and Technology,2016,1678,journal
"Townley, Matthew",Matthew, Townley,male,Economic Geography,2017,1844,journal
"Hunsinger, Matthew",Matthew, Hunsinger,male,Journal of personality and social psychology,2011,171,journal
"Mehl, Matthias",Matthias, Mehl,male,Social Psychological and Personality Science,2011,1543,journal
"Bairley, Maura",Maura, Bairley,female,Journal of Vocational Behavior,2018,614,journal
"Amechi, Mauriell",Mauriell, Amechi,NA,Journal of Diversity in Higher Education,2014,127,journal
"Houck, Max",Max, Houck,male,Forensic Science Policy & Management: An International Journal,2014,1846,journal
"Beasley, Maya",Maya,Beasley,female,Social Psychology of Education,2012,1840,journal
"Wilbur, Meaghan",Meaghan, Wilbur,female,SMPTE Motion Imaging Journal,2018,1571,journal
"Habashi, Meara",Meara, Habashi,female,Motivation and Emotion,2012,1709,journal
"Kearns, Megan",Megan, Kearns,female,Journal of Womens Health,2016,1020,journal
"Cusick, Megan",Megan, Cusick,female,Journal of Counseling Psychology,2018,101,journal
"Jones, Meghan",Meghan, Jones,female,Career Development Quarterly,2010,1904,journal
"Bathgate, Meghan",Meghan, Bathgate,female,International Journal of Science Education,2018,1250,journal
"Huntoon, Meghan",Meghan, Huntoon,female,Cultural diversity & ethnic minority psychology,2014,84,journal
"Lovering, Meghan",Meghan, Lovering,female,Journal of Career Development,2013,1394,journal
"Sabharwal, Meghna",Meghna,Sabharwal,female,Social Science Journal,2009,670,journal
"Longhurst, Melanie",Melanie, Longhurst,female,Journal of Counseling Psychology,2016,105,journal
"Walker, Melanie",Melanie,Walker,female,Higher Education,2015,1630,journal
"Stefan, Melanie",Melanie, Stefan,female,PLoS Computational Biology,2017,1128,journal
"Robertson, Melissa",Melissa, Robertson,female,CBE Life Sciences Education,2017,189,journal
"Fuesting, Melissa",Melissa, Fuesting,female,Frontiers in Psychology,2017,728,journal
"Aikens, Melissa",Melissa,Aikens,female,CBE Life Sciences Education,2017,188,journal
"Dagley, Melissa",Melissa,Dagley,female,Journal of College Student Retention-Research Theory & Practice,2016,1409,journal
"Koch, Melissa",Melissa,Koch,female,Journal of Science Education and Technology,2016,1673,journal
"Burt, Melissa",Melissa, Burt,female,PLoS ONE,2017,1149,journal
"Fuesting, Melissa",Melissa,Fuesting,female,Personality and Social Psychology Bulletin,2017,1432,journal
"Bayne, Melissa",Melissa, Bayne,female,Journal of Social Issues,2011,1939,journal
"McManus, Melissa",Melissa, McManus,female,Journal of personality and social psychology,2011,172,journal
"Sobel, Melissa",Melissa,Sobel,female,IEEE Technology & Society Magazine,2016,828,journal
"Rivers, Melissa",Melissa, Rivers,female,Social Sciences,2018,980,journal
"Nirenberg, Melissa",Melissa, Nirenberg,female,Cell Stem Cell,2015,469,journal
"Gilliam, Melissa",Melissa,Gilliam,female,Journal of Science Education and Technology,2017,1660,journal
"Dancy, Melissa",Melissa, Dancy,female,International Journal of STEM Education,2018,1642,journal
"Soto, Melissa",Melissa, Soto,female,Change,2015,1193,journal
"Rura, Melissa",Melissa, Rura,female,Photogrammetric Engineering & Remote Sensing,2017,215,journal
"Gordon, Melissa",Melissa, Gordon,female,International Journal of Science and Mathematics Education,2017,1637,journal
