author,id.x,position,fname,lname,gender,pubtitle,date,id.y
"Sekaquaptewa, Denise",596,3,Denise, Sekaquaptewa,female,Psychology of Women Quarterly,2016,1507
"Sekaquaptewa, Denise",596,3,Denise, Sekaquaptewa,female,Social Psychology of Education,2013,1827
"Sekaquaptewa, Denise",494,2,Denise, Sekaquaptewa,female,Psychology of Women Quarterly,2016,1507
"Sekaquaptewa, Denise",494,2,Denise, Sekaquaptewa,female,Social Psychology of Education,2013,1827
"Senas, Arleen",387,3,Arleen, Senas,female,Community College Journal of Research & Practice,2012,1208
"Senechal, Nadia",520,12,Nadia, Senechal,female,Palgrave Communications,2018,1598
"Seron, Caroll",439,4,Caroll, Seron,NA,American Sociological Review,2011,1325
"Seron, Carroll",510,1,Carroll,Seron,male,Work and Occupations,2018,1553
"Serpe, Richard",210,4,Richard, Serpe,male,Social science research,2017,684
"Settlage, John",535,2,John, Settlage,male,International Journal of Science and Mathematics Education,2016,1635
"Settles, Isis",486,1,Isis,Settles,female,Psychology of Women Quarterly,2016,1474
"Seyranian, Viviane",497,3,Viviane, Seyranian,female,Review of Educational Research,2018,1518
"Shaffer, Emily",582,1,Emily,Shaffer,female,Sex Roles,2013,1781
"Shaffer, Jamie",115,5,Jamie, Shaffer,female,Journal of Women and Minorities in Science and Engineering,2015,380
"Shanahan, Elizabeth",36,2,Elizabeth, Shanahan,female,Journal of Diversity in Higher Education,2017,107
"Shapiro, Casey",306,1,Casey,Shapiro,male,New Directions for Institutional Research,2011,944
"Shapiro, Jenessa",588,1,Jenessa,Shapiro,female,Sex Roles,2012,1802
"Sharma, Deepika",250,2,Deepika, Sharma,female,International Journal of Information and Communication Technology Education (IJICTE),2017,791
"Sharpe, Alexander",153,2,Alexander, Sharpe,male,Computers & Education,2018,523
"Shattuck, Paul",542,3,Paul, Shattuck,male,Journal of Autism and Developmental Disorders,2013,1652
"Shauman, Kimberlee",323,1,Kimberlee,Shauman,female,Social Sciences,2017,994
"Shauman, Kimberlee",323,1,Kimberlee, Shauman,female,Annual Review of Sociology,2015,342
"Shauman, Kimberlee",101,3,Kimberlee,Shauman,female,Social Sciences,2017,994
"Shauman, Kimberlee",101,3,Kimberlee, Shauman,female,Annual Review of Sociology,2015,342
"Sheard, Judy",391,1,Judy,Sheard,female,Computer Science Education,2010,1217
"Shedlosky-Shoemaker, Randi",18,1,Randi,Shedlosky-Shoemaker,female,Journal of chemical education,2015,41
"Sheltzer, Jason",336,1,Jason,Sheltzer,male,Proceedings of the National Academy of Sciences of the United States of America,2014,1029
"Shemwell, Jonathan",25,2,Jonathan, Shemwell,male,Physical Review Physics Education Research,2016,63
"Shenouda, Christine",609,1,Christine,Shenouda,female,International Review of Social Psychology,2014,1865
"Shepherd, Hana",505,1,Hana,Shepherd,female,Social psychology quarterly,2015,1545
"Sherwood, K.E.",84,1,K.E.,Sherwood,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,288
"Sheu, Hung-Bin",34,2,Hung-Bin, Sheu,NA,Journal of Counseling Psychology,2018,99
"Shi, Ying",166,1,Ying,Shi,NA,Economics of Education Review,2018,561
"Shin, Jiyun E.",635,1,Jiyun E.,Shin,NA,Journal of Applied Social Psychology,2016,1930
"Shishkova, Evgenia",557,1,Evgenia,Shishkova,female,Journal of the American Society for Mass Spectrometry,2017,1701
"Siker, Malika",149,2,Malika, Siker,female,Advances in Radiation Oncology,2018,504
"Silbey, Susan",510,2,Susan, Silbey,female,Work and Occupations,2018,1554
"Silbey, Susan",510,2,Susan, Silbey,female,American Sociological Review,2011,1324
"Silbey, Susan",439,3,Susan, Silbey,female,Work and Occupations,2018,1554
"Silbey, Susan",439,3,Susan, Silbey,female,American Sociological Review,2011,1324
"Silva, Graziela Miot da",520,9,Graziela Miot da, Silva,NA,Palgrave Communications,2018,1595
"Simmons, Rache",136,28,Rache, Simmons,NA,Cell Stem Cell,2015,474
"Simon, Richard",282,1,Richard,Simon,male,Journal of Research in Science Teaching,2016,887
"Simonson, Kailey",378,16,Kailey, Simonson,female,PLoS ONE,2018,1175
"Simpson, Amber",543,1,Amber,Simpson,female,Journal of Science Education and Technology,2017,1655
"Simpson, Patricia",413,2,Patricia, Simpson,female,Journal of Higher Education,2015,1275
"Sin, Sei-Ching",197,1,Sei-Ching,Sin,NA,Library & Information Science Research,2008,649
"Sinatra, Gale",497,2,Gale, Sinatra,NA,Review of Educational Research,2018,1517
"Singh, Romila",190,1,Romila,Singh,NA,Journal of vocational behavior,2013,629
"Singh, Romila",190,1,Romila, Singh,NA,Journal of vocational behavior,2016,598
"Singh, Romila",181,2,Romila,Singh,NA,Journal of vocational behavior,2013,629
"Singh, Romila",181,2,Romila, Singh,NA,Journal of vocational behavior,2016,598
"Sinha, Esha",167,2,Esha, Sinha,female,Economics of Education Review,2010,563
"Siy, John",367,2,John, Siy,male,Psychological Inquiry,2011,1115
"Siy, John",367,2,John, Siy,male,Social Psychological and Personality Science,2011,1536
"Siy, John",502,2,John, Siy,male,Psychological Inquiry,2011,1115
"Siy, John",502,2,John, Siy,male,Social Psychological and Personality Science,2011,1536
"Skewes, Monica",36,1,Monica,Skewes,female,Journal of Diversity in Higher Education,2017,106
"Skolnik, Julia",295,1,Julia,Skolnik,female,Science & Education,2015,925
"Slattery, Susan",221,4,Susan, Slattery,female,Forum on Public Policy Online,2010,717
"Smeding, Annique",593,1,Annique,Smeding,NA,Sex Roles,2012,1821
"Smith-Doerr, Laurel",320,2,Laurel, Smith-Doerr,female,Social Sciences,2017,983
"Smith, Daryl",431,1,Daryl,Smith,male,Studies in Higher Education,2017,1303
"Smith, Janet",280,2,Janet, Smith,female,Journal of Research in Science Teaching,2018,881
"Smith, Jessi",495,3,Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,81
"Smith, Jessi",495,3,Jessi, Smith,female,Psychology of Women Quarterly,2013,1511
"Smith, Jessi",495,3,Jessi,Smith,female,Bioscience,2017,1067
"Smith, Jessi",495,3,Jessi,Smith,female,Bioscience,2015,1072
"Smith, Jessi",495,3,Jessi, Smith,female,Journal of Diversity in Higher Education,2017,108
"Smith, Jessi",495,3,Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1441
"Smith, Jessi",495,3,Jessi, Smith,female,Career Development Quarterly,2014,1897
"Smith, Jessi",495,3,Jessi, Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1044
"Smith, Jessi",36,3,Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,81
"Smith, Jessi",36,3,Jessi, Smith,female,Psychology of Women Quarterly,2013,1511
"Smith, Jessi",36,3,Jessi,Smith,female,Bioscience,2017,1067
"Smith, Jessi",36,3,Jessi,Smith,female,Bioscience,2015,1072
"Smith, Jessi",36,3,Jessi, Smith,female,Journal of Diversity in Higher Education,2017,108
"Smith, Jessi",36,3,Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1441
"Smith, Jessi",36,3,Jessi, Smith,female,Career Development Quarterly,2014,1897
"Smith, Jessi",36,3,Jessi, Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1044
"Smith, Jessi",351,1,Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,81
"Smith, Jessi",351,1,Jessi, Smith,female,Psychology of Women Quarterly,2013,1511
"Smith, Jessi",351,1,Jessi,Smith,female,Bioscience,2017,1067
"Smith, Jessi",351,1,Jessi,Smith,female,Bioscience,2015,1072
"Smith, Jessi",351,1,Jessi, Smith,female,Journal of Diversity in Higher Education,2017,108
"Smith, Jessi",351,1,Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1441
"Smith, Jessi",351,1,Jessi, Smith,female,Career Development Quarterly,2014,1897
"Smith, Jessi",351,1,Jessi, Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1044
"Smith, Jessi",352,1,Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,81
"Smith, Jessi",352,1,Jessi, Smith,female,Psychology of Women Quarterly,2013,1511
"Smith, Jessi",352,1,Jessi,Smith,female,Bioscience,2017,1067
"Smith, Jessi",352,1,Jessi,Smith,female,Bioscience,2015,1072
"Smith, Jessi",352,1,Jessi, Smith,female,Journal of Diversity in Higher Education,2017,108
"Smith, Jessi",352,1,Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1441
"Smith, Jessi",352,1,Jessi, Smith,female,Career Development Quarterly,2014,1897
"Smith, Jessi",352,1,Jessi, Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1044
"Smith, Jessi",30,1,Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,81
"Smith, Jessi",30,1,Jessi, Smith,female,Psychology of Women Quarterly,2013,1511
"Smith, Jessi",30,1,Jessi,Smith,female,Bioscience,2017,1067
"Smith, Jessi",30,1,Jessi,Smith,female,Bioscience,2015,1072
"Smith, Jessi",30,1,Jessi, Smith,female,Journal of Diversity in Higher Education,2017,108
"Smith, Jessi",30,1,Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1441
"Smith, Jessi",30,1,Jessi, Smith,female,Career Development Quarterly,2014,1897
"Smith, Jessi",30,1,Jessi, Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1044
"Smith, Jessi",475,1,Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,81
"Smith, Jessi",475,1,Jessi, Smith,female,Psychology of Women Quarterly,2013,1511
"Smith, Jessi",475,1,Jessi,Smith,female,Bioscience,2017,1067
"Smith, Jessi",475,1,Jessi,Smith,female,Bioscience,2015,1072
"Smith, Jessi",475,1,Jessi, Smith,female,Journal of Diversity in Higher Education,2017,108
"Smith, Jessi",475,1,Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1441
"Smith, Jessi",475,1,Jessi, Smith,female,Career Development Quarterly,2014,1897
"Smith, Jessi",475,1,Jessi, Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1044
"Smith, Jessi",341,4,Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,81
"Smith, Jessi",341,4,Jessi, Smith,female,Psychology of Women Quarterly,2013,1511
"Smith, Jessi",341,4,Jessi,Smith,female,Bioscience,2017,1067
"Smith, Jessi",341,4,Jessi,Smith,female,Bioscience,2015,1072
"Smith, Jessi",341,4,Jessi, Smith,female,Journal of Diversity in Higher Education,2017,108
"Smith, Jessi",341,4,Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1441
"Smith, Jessi",341,4,Jessi, Smith,female,Career Development Quarterly,2014,1897
"Smith, Jessi",341,4,Jessi, Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1044
"Smith, Jessi",623,2,Jessi,Smith,female,Cultural diversity & ethnic minority psychology,2014,81
"Smith, Jessi",623,2,Jessi, Smith,female,Psychology of Women Quarterly,2013,1511
"Smith, Jessi",623,2,Jessi,Smith,female,Bioscience,2017,1067
"Smith, Jessi",623,2,Jessi,Smith,female,Bioscience,2015,1072
"Smith, Jessi",623,2,Jessi, Smith,female,Journal of Diversity in Higher Education,2017,108
"Smith, Jessi",623,2,Jessi,Smith,female,Personality and Social Psychology Bulletin,2013,1441
"Smith, Jessi",623,2,Jessi, Smith,female,Career Development Quarterly,2014,1897
"Smith, Jessi",623,2,Jessi, Smith,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1044
"Smith, Joan",336,2,Joan, Smith,male,Proceedings of the National Academy of Sciences of the United States of America,2014,1030
"Smith, Kathleen",316,1,Kathleen,Smith,female,Social Sciences,2018,969
"Smith, Kristin",136,1,Kristin,Smith,female,Cell Stem Cell,2015,447
"Smith, Kristin",136,1,Kristin, Smith,female,Social Sciences,2017,977
"Smith, Kristin",136,1,Kristin, Smith,female,Cell Stem Cell,2015,475
"Smith, Kristin",136,29,Kristin,Smith,female,Cell Stem Cell,2015,447
"Smith, Kristin",136,29,Kristin, Smith,female,Social Sciences,2017,977
"Smith, Kristin",136,29,Kristin, Smith,female,Cell Stem Cell,2015,475
"Smith, Kristin",318,3,Kristin,Smith,female,Cell Stem Cell,2015,447
"Smith, Kristin",318,3,Kristin, Smith,female,Social Sciences,2017,977
"Smith, Kristin",318,3,Kristin, Smith,female,Cell Stem Cell,2015,475
"Smith, Paige",189,3,Paige, Smith,female,Journal of vocational behavior,2015,625
"Smyth, Frederick",234,1,Frederick,Smyth,male,Frontiers in psychology,2015,754
"Snyder, Lori Anderson",39,2,Lori Anderson, Snyder,NA,Journal of Diversity in Higher Education,2009,121
"Sobel, Melissa",268,1,Melissa,Sobel,female,IEEE Technology & Society Magazine,2016,828
"Soe, Louise",604,1,Louise,Soe,female,Women's Studies,2008,1853
"Soffa, Sara",223,3,Sara, Soffa,female,Frontiers in Psychology,2017,721
"Soldner, Matthew",415,1,Matthew,Soldner,male,Journal of Higher Education,2012,1277
"Solomon, Susan",136,30,Susan, Solomon,female,Cell Stem Cell,2015,476
"Solomon, Susan",136,30,Susan, Solomon,female,Cell Stem Cell,2015,479
"Solomon, Susan",136,33,Susan, Solomon,female,Cell Stem Cell,2015,476
"Solomon, Susan",136,33,Susan, Solomon,female,Cell Stem Cell,2015,479
"Soncuya, Gretchen",495,5,Gretchen, Soncuya,female,Psychology of Women Quarterly,2013,1513
"Sonnert, Gerhard",290,2,Gerhard, Sonnert,male,Journal of College Science Teaching,2013,1048
"Sonnert, Gerhard",290,2,Gerhard, Sonnert,male,Journal of Women and Minorities in Science and Engineering,2017,413
"Sonnert, Gerhard",290,2,Gerhard, Sonnert,male,Gender & Society,2011,1347
"Sonnert, Gerhard",290,2,Gerhard, Sonnert,male,Science Education,2012,913
"Sonnert, Gerhard",343,3,Gerhard, Sonnert,male,Journal of College Science Teaching,2013,1048
"Sonnert, Gerhard",343,3,Gerhard, Sonnert,male,Journal of Women and Minorities in Science and Engineering,2017,413
"Sonnert, Gerhard",343,3,Gerhard, Sonnert,male,Gender & Society,2011,1347
"Sonnert, Gerhard",343,3,Gerhard, Sonnert,male,Science Education,2012,913
"Sonnert, Gerhard",126,3,Gerhard, Sonnert,male,Journal of College Science Teaching,2013,1048
"Sonnert, Gerhard",126,3,Gerhard, Sonnert,male,Journal of Women and Minorities in Science and Engineering,2017,413
"Sonnert, Gerhard",126,3,Gerhard, Sonnert,male,Gender & Society,2011,1347
"Sonnert, Gerhard",126,3,Gerhard, Sonnert,male,Science Education,2012,913
"Sonnert, Gerhard",448,2,Gerhard, Sonnert,male,Journal of College Science Teaching,2013,1048
"Sonnert, Gerhard",448,2,Gerhard, Sonnert,male,Journal of Women and Minorities in Science and Engineering,2017,413
"Sonnert, Gerhard",448,2,Gerhard, Sonnert,male,Gender & Society,2011,1347
"Sonnert, Gerhard",448,2,Gerhard, Sonnert,male,Science Education,2012,913
"Sontgerath, Suzanne",65,2,Suzanne, Sontgerath,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,229
"Sorby, Sheryl",195,1,Sheryl,Sorby,female,Learning and Individual Differences,2018,644
"Sorenson, Olav",203,2,Olav, Sorenson,NA,Research Policy,2018,664
"Soto, Melissa",382,3,Melissa, Soto,female,Change,2015,1193
"Speer, Jamin",160,2,Jamin, Speer,male,Economics Letters,2018,551
"Spencer, Steven",48,4,Steven, Spencer,male,Journal of educational psychology,2015,155
"Splinter, Kristen",520,13,Kristen, Splinter,female,Palgrave Communications,2018,1599
"Sriraman, Vederaman",139,2,Vederaman, Sriraman,NA,American Journal of Engineering Education,2015,483
"Stanich, Cynthia",381,1,Cynthia,Stanich,female,Chemistry Education Research and Practice,2018,1187
"Starobin, Soko",303,2,Soko, Starobin,NA,Community College Journal of Research & Practice,2017,1210
"Starobin, Soko",303,2,Soko, Starobin,NA,New Directions for Higher Education,2013,939
"Starobin, Soko",303,2,Soko,Starobin,NA,New Directions for Community Colleges,2014,929
"Starobin, Soko",299,1,Soko, Starobin,NA,Community College Journal of Research & Practice,2017,1210
"Starobin, Soko",299,1,Soko, Starobin,NA,New Directions for Higher Education,2013,939
"Starobin, Soko",299,1,Soko,Starobin,NA,New Directions for Community Colleges,2014,929
"Starobin, Soko",388,2,Soko, Starobin,NA,Community College Journal of Research & Practice,2017,1210
"Starobin, Soko",388,2,Soko, Starobin,NA,New Directions for Higher Education,2013,939
"Starobin, Soko",388,2,Soko,Starobin,NA,New Directions for Community Colleges,2014,929
"Starr, Christine",484,1,Christine,Starr,female,Psychology of Women Quarterly,2018,1470
"Stearns, Elizabeth",501,3,Elizabeth, Stearns,female,Economics of Education Review,2015,555
"Stearns, Elizabeth",501,3,Elizabeth, Stearns,female,Social Currents,2016,1533
"Stearns, Elizabeth",501,3,Elizabeth, Stearns,female,International Journal of STEM Education,2018,1644
"Stearns, Elizabeth",163,2,Elizabeth, Stearns,female,Economics of Education Review,2015,555
"Stearns, Elizabeth",163,2,Elizabeth, Stearns,female,Social Currents,2016,1533
"Stearns, Elizabeth",163,2,Elizabeth, Stearns,female,International Journal of STEM Education,2018,1644
"Stearns, Elizabeth",539,4,Elizabeth, Stearns,female,Economics of Education Review,2015,555
"Stearns, Elizabeth",539,4,Elizabeth, Stearns,female,Social Currents,2016,1533
"Stearns, Elizabeth",539,4,Elizabeth, Stearns,female,International Journal of STEM Education,2018,1644
"Stefan, Melanie",370,2,Melanie, Stefan,female,PLoS Computational Biology,2017,1128
"Steffan, Joshua",519,6,Joshua, Steffan,male,Soil Science Society of America Journal,2018,1582
"Steinberg, Mia",50,5,Mia, Steinberg,female,Journal of personality and social psychology,2011,168
"Steinberg, Mia",50,5,Mia, Steinberg,female,Personality and Social Psychology Review,2017,1446
"Steinberg, Mia",476,2,Mia, Steinberg,female,Journal of personality and social psychology,2011,168
"Steinberg, Mia",476,2,Mia, Steinberg,female,Personality and Social Psychology Review,2017,1446
"Steingut, Rebecca",287,2,Rebecca, Steingut,female,Science Education,2018,903
"Stephens, Carrie",9,2,Carrie, Stephens,female,Journal of Agricultural Education,2013,18
"Stephens, Michelle",378,3,Michelle, Stephens,female,PLoS ONE,2018,1162
"Stets, Jan",210,1,Jan,Stets,male,Social science research,2017,681
"Stewart, Abigail",120,1,Abigail,Stewart,female,Journal of Women and Minorities in Science and Engineering,2016,394
"Stoeger, Heidrun",154,1,Heidrun,Stoeger,NA,Annals of the New York Academy of Sciences,2016,1889
"Stoeger, Heidrun",154,1,Heidrun,Stoeger,NA,Computers & Education,2013,525
"Stoeger, Heidrun",621,1,Heidrun,Stoeger,NA,Annals of the New York Academy of Sciences,2016,1889
"Stoeger, Heidrun",621,1,Heidrun,Stoeger,NA,Computers & Education,2013,525
"Stoet, Gijsbert",481,1,Gijsbert,Stoet,NA,Psychological Science,2018,1461
"Stofer, Kathryn",7,3,Kathryn, Stofer,female,Journal of Agricultural Education,2015,14
"Stoiko, Rachel",523,3,Rachel, Stoiko,female,Innovative Higher Education,2016,1607
"Stolk, J.D.",77,1,J.D.,Stolk,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,266
"Stoop, Chatanika",351,2,Chatanika, Stoop,NA,Bioscience,2017,1068
"Story, Tyler",495,4,Tyler, Story,male,Psychology of Women Quarterly,2013,1512
"Stout, Jane",51,1,Jane,Stout,female,Journal of personality and social psychology,2011,169
"Stout, Jane",51,1,Jane, Stout,female,Psychology of Women Quarterly,2017,1485
"Stout, Jane",51,1,Jane,Stout,female,Sex Roles,2016,1768
"Stout, Jane",489,2,Jane,Stout,female,Journal of personality and social psychology,2011,169
"Stout, Jane",489,2,Jane, Stout,female,Psychology of Women Quarterly,2017,1485
"Stout, Jane",489,2,Jane,Stout,female,Sex Roles,2016,1768
"Stout, Jane",579,1,Jane,Stout,female,Journal of personality and social psychology,2011,169
"Stout, Jane",579,1,Jane, Stout,female,Psychology of Women Quarterly,2017,1485
"Stout, Jane",579,1,Jane,Stout,female,Sex Roles,2016,1768
"Stout, Susan",349,3,Susan, Stout,female,BioScience,2015,1058
"Streamer, Lindsey",634,5,Lindsey, Streamer,female,Journal of Applied Social Psychology,2016,1929
"Streamer, Lindsey",634,5,Lindsey, Streamer,female,Personality and Social Psychology Bulletin,2018,1437
"Streamer, Lindsey",473,4,Lindsey, Streamer,female,Journal of Applied Social Psychology,2016,1929
"Streamer, Lindsey",473,4,Lindsey, Streamer,female,Personality and Social Psychology Bulletin,2018,1437
"Streets, Valerie",627,3,Valerie, Streets,female,Career Development Quarterly,2015,1908
"Streiner, Scott",195,3,Scott, Streiner,male,Learning and Individual Differences,2018,646
"Stripling, Christopher",9,4,Christopher, Stripling,male,Journal of Agricultural Education,2013,20
"Stroude, Aurianne",215,1,Aurianne,Stroude,NA,International Journal of Mentoring and Coaching in Education,2015,696
"Struthers, Brice",386,3,Brice, Struthers,male,Community College Journal of Research & Practice,2016,1205
"Su, Rong",224,1,Rong,Su,NA,Frontiers in Psychology,2015,723
"Su, Xuhong",564,1,Xuhong,Su,NA,Higher Education,2015,1627
"Su, Xuhong",564,1,Xuhong,Su,NA,Research in Higher Education,2016,1722
"Su, Xuhong",532,1,Xuhong,Su,NA,Higher Education,2015,1627
"Su, Xuhong",532,1,Xuhong,Su,NA,Research in Higher Education,2016,1722
"Subich, Linda",191,3,Linda, Subich,female,Journal of vocational behavior,2017,637
"Sublett, Cameron",148,1,Cameron,Sublett,male,Teachers College Record,2017,501
"Suizzo, Marie-Anne.",113,2,Marie-Anne., Suizzo,NA,Journal of Women and Minorities in Science and Engineering,2017,372
"Sullivan, E.T.",453,3,E.T., Sullivan,NA,Group Processes and Intergroup Relations,2018,1359
"Sullivan, Lauren",377,1,Lauren,Sullivan,female,PLoS ONE,2018,1157
"Sweet, Robert",405,2,Robert, Sweet,male,International Journal of Science Education,2014,1248
"Sweller, Naomi",158,6,Naomi, Sweller,female,Contemporary Educational Psychology,2018,547
"Syed, Moin",637,1,Moin,Syed,NA,Journal of Social Issues,2011,1936
"Syme, Maggie",468,3,Maggie, Syme,female,Journal of Psychoeducational Assessment,2012,1415
"Szathmary, Emoke",277,13,Emoke, Szathmary,NA,American Journal of Physical Anthropology,2018,869
"Szelenyi, Katalin",608,1,Katalin,Szelenyi,female,Review of Higher Education,2016,1862
"Szelényi, Katalin",572,1,Katalin,Szelényi,female,Research in Higher Education,2013,1744
"Szelényi, Katalin",572,1,Katalin,Szelényi,female,Research in Higher Education,2011,1736
"Szelényi, Katalin",570,1,Katalin,Szelényi,female,Research in Higher Education,2013,1744
"Szelényi, Katalin",570,1,Katalin,Szelényi,female,Research in Higher Education,2011,1736
"Taha, Thiab",19,5,Thiab, Taha,NA,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,47
"Tai, Robert",15,3,Robert, Tai,male,Science Education,2011,908
"Tai, Robert",15,3,Robert, Tai,male,College Student Journal,2010,1103
"Tai, Robert",15,3,Robert, Tai,male,Journal of chemical education,2014,40
"Tai, Robert",15,3,Robert, Tai,male,Science Education,2012,915
"Tai, Robert",15,3,Robert, Tai,male,Journal of chemical education,2012,33
"Tai, Robert",17,2,Robert, Tai,male,Science Education,2011,908
"Tai, Robert",17,2,Robert, Tai,male,College Student Journal,2010,1103
"Tai, Robert",17,2,Robert, Tai,male,Journal of chemical education,2014,40
"Tai, Robert",17,2,Robert, Tai,male,Science Education,2012,915
"Tai, Robert",17,2,Robert, Tai,male,Journal of chemical education,2012,33
"Tai, Robert",364,2,Robert, Tai,male,Science Education,2011,908
"Tai, Robert",364,2,Robert, Tai,male,College Student Journal,2010,1103
"Tai, Robert",364,2,Robert, Tai,male,Journal of chemical education,2014,40
"Tai, Robert",364,2,Robert, Tai,male,Science Education,2012,915
"Tai, Robert",364,2,Robert, Tai,male,Journal of chemical education,2012,33
"Tai, Robert",290,4,Robert, Tai,male,Science Education,2011,908
"Tai, Robert",290,4,Robert, Tai,male,College Student Journal,2010,1103
"Tai, Robert",290,4,Robert, Tai,male,Journal of chemical education,2014,40
"Tai, Robert",290,4,Robert, Tai,male,Science Education,2012,915
"Tai, Robert",290,4,Robert, Tai,male,Journal of chemical education,2012,33
"Tai, Robert",288,2,Robert, Tai,male,Science Education,2011,908
"Tai, Robert",288,2,Robert, Tai,male,College Student Journal,2010,1103
"Tai, Robert",288,2,Robert, Tai,male,Journal of chemical education,2014,40
"Tai, Robert",288,2,Robert, Tai,male,Science Education,2012,915
"Tai, Robert",288,2,Robert, Tai,male,Journal of chemical education,2012,33
"Talley, Kimberly",540,1,Kimberly,Talley,female,International Journal of STEM Education,2017,1646
"Tanaka, Jacqueline",157,4,Jacqueline, Tanaka,female,Contemporary Educational Psychology,2013,539
"Tarbell, Nancy",149,9,Nancy, Tarbell,female,Advances in Radiation Oncology,2018,511
"Taylor, Andrea",277,3,Andrea, Taylor,female,American Journal of Physical Anthropology,2018,859
"Taylor, Kay Ann",616,1,Kay Ann,Taylor,NA,Journal of Veterinary Medical Education,2009,1878
"Taylor, Lowell",20,3,Lowell, Taylor,male,American Economic Review,2016,50
"Taylor, Mark",13,2,Mark, Taylor,male,Academe,2009,29
"Taylor, Valerie",252,2,Valerie, Taylor,female,Computer,2018,794
"Teo, Tang",432,1,Tang,Teo,NA,Theory Into Practice,2014,1304
"Thayer, Zaneta",277,15,Zaneta, Thayer,female,American Journal of Physical Anthropology,2018,871
"Thebaud, Sarah",515,2,Sarah, Thebaud,female,Sociological Science,2017,1567
"Thébaud, Sarah",328,1,Sarah,Thébaud,female,Social Sciences,2018,1009
"Theobald, Elli",381,3,Elli, Theobald,female,Chemistry Education Research and Practice,2018,1189
"Thiry, Heather",22,3,Heather, Thiry,female,Bulletin of the American Meteorological Society,2013,55
"Thoemmes, Felix",228,3,Felix, Thoemmes,male,Frontiers in Psychology,2017,736
"Thoman, Dustin",592,1,Dustin,Thoman,male,Psychology of Women Quarterly,2013,1509
"Thoman, Dustin",592,1,Dustin,Thoman,male,Sex Roles,2008,1817
"Thoman, Dustin",495,1,Dustin,Thoman,male,Psychology of Women Quarterly,2013,1509
"Thoman, Dustin",495,1,Dustin,Thoman,male,Sex Roles,2008,1817
"Thoman, Sarah",170,2,Sarah, Thoman,female,Journal of Applied Developmental Psychology,2017,567
"Thomas, Kirby",411,2,Kirby, Thomas,male,Frontiers in psychology,2015,758
"Thomas, Kirby",411,2,Kirby, Thomas,male,Frontiers in Psychology,2017,749
"Thomas, Kirby",411,2,Kirby, Thomas,male,Journal of Higher Education,2018,1269
"Thomas, Kirby",231,3,Kirby, Thomas,male,Frontiers in psychology,2015,758
"Thomas, Kirby",231,3,Kirby, Thomas,male,Frontiers in Psychology,2017,749
"Thomas, Kirby",231,3,Kirby, Thomas,male,Journal of Higher Education,2018,1269
"Thomas, Kirby",235,3,Kirby, Thomas,male,Frontiers in psychology,2015,758
"Thomas, Kirby",235,3,Kirby, Thomas,male,Frontiers in Psychology,2017,749
"Thomas, Kirby",235,3,Kirby, Thomas,male,Journal of Higher Education,2018,1269
"Thomas, Nicole",522,1,Nicole,Thomas,female,Innovative Higher Education,2015,1602
"Thompson, Leisa",75,3,Leisa, Thompson,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,262
"Thornbush, Mary",315,1,Mary,Thornbush,female,International Journal of Environmental Research and Public Health,2016,968
"Tian, Siyue",455,2,Siyue, Tian,NA,International Migration Review,2017,1369
"Tierney, D.N.",453,5,D.N., Tierney,NA,Group Processes and Intergroup Relations,2018,1361
"Timmerman, Briana",142,3,Briana, Timmerman,female,Council on Undergraduate Research Quarterly,2011,490
"Toomey, Ryan",491,7,Ryan, Toomey,male,Psychology of Women Quarterly,2018,1498
"Torres-Rouff, Christina",277,14,Christina, Torres-Rouff,female,American Journal of Physical Anthropology,2018,870
"Torres, Lisette",521,2,Lisette, Torres,female,Cultural Studies of Science Education,2015,1601
"Torres, Lisette",521,2,Lisette,Torres,female,International Journal of Science in Society,2012,487
